ensemble_a,ensemble_b,overlap_coefficient
2,8,3.1250000000000000E-001
2,11,3.7500000000000000E-001
2,28,6.2500000000000000E-002
2,40,1.2500000000000000E-001
2,44,6.8750000000000000E-001
2,54,6.2500000000000000E-002
2,59,1.0000000000000000E+000
3,4,2.5000000000000000E-001
3,15,3.7500000000000000E-001
3,18,1.2500000000000000E-001
3,39,3.7500000000000000E-001
3,54,6.2500000000000000E-002
4,18,5.0000000000000000E-001
4,31,1.8750000000000000E-001
4,54,4.3750000000000000E-001
5,27,4.3750000000000000E-001
5,36,3.1250000000000000E-001
5,40,6.2500000000000000E-002
5,41,6.2500000000000000E-002
5,42,1.8750000000000000E-001
5,44,9.3750000000000000E-001
5,45,2.5000000000000000E-001
5,49,2.5000000000000000E-001
8,11,6.2500000000000000E-002
8,28,1.8750000000000000E-001
8,40,6.2500000000000000E-002
8,44,9.3750000000000000E-001
8,59,9.3750000000000000E-001
9,18,6.2500000000000000E-002
9,24,6.2500000000000000E-002
9,30,6.2500000000000000E-002
9,31,1.2500000000000000E-001
9,41,1.2500000000000000E-001
9,71,4.3750000000000000E-001
9,75,6.2500000000000000E-001
9,79,5.0000000000000000E-001
10,19,2.5000000000000000E-001
10,20,2.5000000000000000E-001
10,22,2.5000000000000000E-001
10,29,2.5000000000000000E-001
10,50,6.2500000000000000E-002
10,57,6.8750000000000000E-001
10,61,2.5000000000000000E-001
10,64,1.0000000000000000E+000
10,75,1.8750000000000000E-001
11,28,5.0000000000000000E-001
11,44,6.8750000000000000E-001
11,59,1.0000000000000000E+000
12,13,3.7500000000000000E-001
12,24,1.2500000000000000E-001
12,25,6.2500000000000000E-002
12,29,6.2500000000000000E-002
12,48,6.2500000000000000E-002
12,57,1.8750000000000000E-001
12,63,5.0000000000000000E-001
12,75,1.0000000000000000E+000
12,82,3.7500000000000000E-001
13,24,1.8750000000000000E-001
13,57,1.2500000000000000E-001
13,63,5.0000000000000000E-001
13,75,1.0000000000000000E+000
13,82,4.3750000000000000E-001
15,39,4.3750000000000000E-001
15,70,1.8750000000000000E-001
16,29,1.2500000000000000E-001
16,35,2.5000000000000000E-001
16,53,3.1250000000000000E-001
16,65,5.0000000000000000E-001
16,69,6.2500000000000000E-002
16,73,1.2500000000000000E-001
16,75,1.0000000000000000E+000
17,35,1.8750000000000000E-001
17,65,6.2500000000000000E-002
17,67,3.1250000000000000E-001
17,73,3.7500000000000000E-001
