GeneID	Spleen_rep1	Spleen_rep2	Spleen_rep3	Spleen_rep4	Spleen_rep5	Spleen_rep6
NP_001003025.1	358.206	405.403	296.213	300.965	222.556	245.93
NP_001003027.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003028.1	0.0	0.0530327	0.0	0.0	0.0	0.0
NP_001003029.1	150.268	197.114	172.167	235.415	185.69	184.957
NP_001003030.1	0.00587167	0.0	0.0	0.0	0.0	0.0
NP_001003031.2	9.86236	11.5243	10.0428	13.8237	7.04718	7.407
NP_001003032.1	23.7771	41.1655	48.5551	57.4508	28.6499	37.3995
NP_001003033.1	108.444	119.005	125.587	168.768	94.2611	82.91
NP_001003034.1	99.5771	138.951	143.89	168.955	124.996	140.608
NP_001003035.1	532.201	381.994	340.89	450.483	268.722	311.696
NP_001003036.1	0.55559	0.302891	0.0248217	0.0124957	1.04881	0.00838085
NP_001003037.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003038.1	14.8533	27.5568	29.47	35.6209	20.4082	14.6803
NP_001003039.2	14.1682	24.0729	35.558	45.5276	17.0601	23.0922
NP_001003040.2	0.0	0.00472594	0.0	0.0105285	0.00256974	0.0
NP_001003041.1	21.6452	10.7803	34.7201	36.536	14.3186	13.3119
NP_001003043.1	3.37285	3.47498	1.9674	2.28838	1.59808	1.46981
NP_001003044.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003045.1	30.458	26.0892	25.2986	53.5845	22.5816	22.0137
NP_001003046.1	0.112555	0.137994	0.168231	0.0	0.249574	0.35299
NP_001003047.1	0.959373	1.36799	0.666749	1.77723	0.989653	0.691218
NP_001003048.1	505.756	340.662	477.167	373.866	409.625	376.829
NP_001003049.1	0.0247875	0.0714869	0.0361207	0.12513	0.0666162	0.0705683
NP_001003050.1	0.475121	0.355585	0.0	1.02764	0.0	0.0201145
NP_001003051.1	0.146666	0.292858	0.147787	1.14107	0.394843	1.18636
NP_001003052.1	0.0	0.252465	0.0624094	0.0	0.0681562	0.142532
NP_001003054.1	11.346	8.72109	11.1739	16.6686	12.8332	14.4044
NP_001003055.1	23.1718	24.8975	20.0941	28.7451	15.2738	13.8555
NP_001003056.1	0.261167	0.298246	0.0886931	0.221465	0.0648146	0.271227
NP_001003057.1	9.78152	15.0778	11.0518	18.7018	8.87615	9.01139
NP_001003058.1	10.8	14.6077	15.5061	24.7001	10.1033	10.9092
NP_001003059.2	5.8756	7.21197	7.00671	10.2433	5.87312	6.83634
NP_001003060.1	5.39684	4.09704	2.46939	5.01277	4.05581	4.34184
NP_001003061.1	0.0864066	0.0355395	0.0158223	0.0593784	0.164142	0.112884
NP_001003063.1	111.488	117.443	128.079	167.27	88.6675	82.5804
NP_001003064.2	122.332	92.168	99.708	156.541	85.7971	60.7171
NP_001003065.1	6.58405	10.1622	14.7819	21.6278	11.2146	5.3906
NP_001003067.2	121.335	101.315	63.6818	123.499	50.988	106.212
NP_001003068.1	0.0407415	0.097833	0.037203	0.12454	0.0911483	0.106303
NP_001003069.1	0.0283546	0.0	0.05342	0.257374	0.0	0.0
NP_001003070.1	0.0282673	0.0	0.0	0.0	0.0	0.0021745
NP_001003071.1	29.3199	25.3966	20.249	37.9913	21.1662	10.9524
NP_001003072.1	20.7136	24.7408	23.2463	22.2808	22.3156	24.7335
NP_001003073.1	0.0	0.042482	0.00469726	0.01183	0.0115461	0.00396702
NP_001003074.1	0.0	0.0	0.0	0.0	0.00548188	0.00188326
NP_001003075.1	7.34384	10.0259	14.7958	12.0817	8.47441	3.37289
NP_001003076.2	0.0	0.0	0.0281213	0.0347401	0.033871	0.0
NP_001003077.1	38.3573	21.5213	38.2515	95.3321	44.7881	25.7033
NP_001003078.1	0.0	0.0699862	0.0	0.0259841	0.101377	0.00872038
NP_001003079.1	1.42912	1.72525	1.07065	2.5106	1.01448	1.45554
NP_001003080.1	1133.97	1001.35	750.286	685.298	1078.59	515.966
NP_001003081.1	0.0031674	0.0	0.00863216	0.00727397	0.0106513	0.0012193
NP_001003082.1	34.7892	45.8667	54.2657	61.9046	51.7981	53.2299
NP_001003083.1	5.64059	6.35654	10.1193	5.15036	4.90177	4.23467
NP_001003084.1	8.42191	5.04489	4.64432	5.53491	3.78036	4.38044
NP_001003085.1	0.371532	0.149057	0.0332068	0.166027	0.587164	0.0382957
NP_001003086.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003087.2	5.36777	6.83294	3.56068	10.5937	2.48636	2.64367
NP_001003088.1	2.93115	2.06767	1.46801	1.29634	1.28686	2.09679
NP_001003089.1	0.0	0.133467	0.101539	0.14863	0.144829	0.124882
NP_001003090.1	4.36717	10.0249	2.95947	13.0928	5.27909	31.2114
NP_001003091.1	0.486466	0.877412	0.57371	1.4773	0.698396	0.510952
NP_001003092.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003093.1	2.7213	2.46608	2.08626	5.24042	3.12665	2.32339
NP_001003094.2	0.80432	0.812597	0.876274	0.618153	0.646545	0.219572
NP_001003095.1	0.116666	0.10896	0.0681662	0.558269	0.0473532	0.105888
NP_001003096.1	24.0596	30.3514	98.9121	123.715	48.9384	67.0362
NP_001003097.2	0.232075	0.100314	0.0337226	0.391058	1.04883	0.0281262
NP_001003098.1	0.0	0.169567	0.208767	0.0	0.0	0.105885
NP_001003099.1	3499.57	2411.44	3039.53	2584.53	1992.33	1540.05
NP_001003100.2	2011.23	1514.03	1981.11	1796.81	1150.3	857.724
NP_001003101.1	480.128	370.005	284.638	453.526	260.996	216.848
NP_001003102.2	2540.95	1679.89	1719.15	1914.84	1234.03	1019.24
NP_001003103.1	56.5202	58.4506	57.5908	95.2859	42.6467	41.0425
NP_001003104.1	42.5601	31.4461	22.7249	47.0663	26.2769	21.6264
NP_001003105.1	14.678	18.7973	13.1763	23.8535	12.9813	12.9334
NP_001003106.1	3.55978	3.14465	1.506	3.71885	1.32886	2.49551
NP_001003107.2	6.45363	8.58146	13.9309	17.7495	13.2665	6.31334
NP_001003108.1	2.87193	5.36895	5.4011	9.68305	4.30867	2.36603
NP_001003109.1	1.48885	1.62993	0.837179	2.57926	0.952042	1.0531
NP_001003110.1	0.014062	0.0865418	0.0129757	0.03213	0.015665	0.0
NP_001003111.1	1.48993	4.84805	10.0342	9.60569	3.8001	2.34459
NP_001003112.1	3.2136	5.22176	5.2881	4.46695	4.03311	2.4713
NP_001003113.1	0.0	0.0619054	0.0	0.0919365	0.0112106	0.0467193
NP_001003114.1	17.4301	16.3084	19.175	30.1448	16.7154	15.2552
NP_001003116.1	0.0	0.0	0.0	0.0288397	0.0421887	0.0
NP_001003117.1	0.0	0.0	0.0364608	0.0301448	0.0146984	0.00505956
NP_001003118.1	26.8674	25.8403	14.0618	21.7793	8.26262	15.6679
NP_001003119.1	197.59	140.193	108.124	153.146	109.312	61.4357
NP_001003120.1	0.763539	1.75035	2.24688	2.02555	0.839681	0.433346
NP_001003121.1	0.0	0.0	0.0	0.0948893	0.0	0.0
NP_001003122.1	0.160606	0.14152	0.0750057	0.0826852	0.12406	0.124977
NP_001003123.1	32.9815	46.8661	39.3955	58.9367	22.9679	43.7327
NP_001003124.1	0.409155	0.536751	0.267331	0.877418	0.435841	0.662517
NP_001003125.1	15.5514	15.4746	26.69	26.7515	13.0492	10.6422
NP_001003127.1	87.9074	67.3033	51.02	61.5895	85.7198	68.3941
NP_001003128.1	140.268	80.9935	238.599	182.556	97.5146	54.0068
NP_001003129.1	0.0	0.0	0.0	0.0	0.0	0.0119376
NP_001003130.1	6.01076	13.4112	9.98873	15.8369	8.05758	22.1249
NP_001003131.1	76.4701	61.0208	34.3618	55.2329	48.1825	72.8209
NP_001003132.1	6.9985	5.43573	4.69952	4.94046	2.27827	3.0029
NP_001003134.1	15.0664	17.7626	19.2276	27.7116	13.4433	13.8293
NP_001003135.2	0.0291308	0.0	0.0	0.0222318	0.0	0.00372976
NP_001003136.1	0.458191	0.358439	0.517236	0.397071	0.299417	0.212259
NP_001003138.2	0.15213	0.144581	0.0853725	0.120784	0.163717	0.243041
NP_001003139.1	0.0792678	0.0384267	0.0169797	0.160511	0.0365557	0.113026
NP_001003140.1	12.7871	17.6156	18.443	27.3843	13.2617	10.4407
NP_001003141.1	2.96189	4.28405	7.00789	8.44186	3.7339	1.80517
NP_001003142.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003143.1	27.9652	25.4009	45.4679	62.6474	36.1374	22.7999
NP_001003144.1	0.876389	1.21733	1.92679	2.55766	0.961589	0.755153
NP_001003145.1	4.83148	6.60411	4.29831	5.40038	3.48582	8.36156
NP_001003146.1	27.7549	27.382	112.8	110.675	42.0503	19.8596
NP_001003147.1	7.60369	7.42414	7.86968	11.7118	5.95775	6.13742
NP_001003148.2	0.573013	0.699815	0.670397	1.36733	0.313046	0.462505
NP_001003149.1	36.966	24.8377	32.5876	79.5717	82.5393	124.788
NP_001003150.1	0.0	0.0	0.0	0.0	0.0875532	0.0
NP_001003151.2	3.93298	6.10943	4.89429	11.0053	6.12125	5.04276
NP_001003152.1	46.586	68.1324	78.3419	90.3695	45.6808	49.5222
NP_001003153.1	108.918	114.495	141.761	178.9	104.723	89.9207
NP_001003155.1	18.9202	17.5133	7.54824	12.0142	17.8826	27.0362
NP_001003156.1	43.3308	42.7255	35.6689	42.1644	27.1933	29.0728
NP_001003157.2	8.37525	6.13304	15.679	16.3725	15.2769	14.5626
NP_001003158.2	22.0726	39.8186	27.8774	52.9981	29.7533	26.9498
NP_001003159.1	0.377409	0.0953036	0.411189	0.106127	0.0	0.0537017
NP_001003160.1	5.82644	3.79442	2.43993	4.45566	4.65532	3.85062
NP_001003162.1	4.23383	6.67411	12.164	11.1429	8.34626	3.64441
NP_001003163.1	14.2395	10.3149	13.5145	10.4287	11.1812	6.16142
NP_001003164.1	40.8259	42.7085	36.2328	62.4708	33.0177	32.8303
NP_001003165.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003166.1	0.712891	0.581067	0.725438	0.905858	2.457	0.729318
NP_001003167.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003168.1	38.499	46.6593	25.7595	57.8689	39.616	44.412
NP_001003169.1	309.142	292.315	398.374	340.702	181.069	116.761
NP_001003170.1	0.755358	0.736506	1.39733	2.26361	1.02294	0.435658
NP_001003171.2	4519.62	3294.72	6086.36	5842.36	4918.77	2167.18
NP_001003172.2	4.47589	3.98462	15.4038	11.3524	6.09932	5.66831
NP_001003173.1	0.0	0.0	0.0	1.66188	0.314561	0.432244
NP_001003174.1	1.30205	0.296731	0.30722	0.826241	0.354479	0.588092
NP_001003175.2	16.5117	22.8399	17.2988	31.6517	8.91186	21.7456
NP_001003176.1	0.0	0.0	0.0	0.0	0.0169714	0.00815884
NP_001003177.1	0.541832	0.4298	0.646062	1.09823	0.645393	0.368618
NP_001003178.1	19.3026	16.0903	35.8898	43.6234	16.7919	7.53971
NP_001003180.1	38.6804	33.8653	49.9355	74.7673	23.3737	22.1003
NP_001003181.1	5.38297	7.15227	10.7146	17.0205	3.77703	4.97465
NP_001003182.1	94.6597	78.855	67.0586	106.578	71.5826	69.8192
NP_001003183.1	1.76226	2.89933	1.80656	3.48651	2.60593	4.05275
NP_001003184.1	93.1237	105.531	109.973	134.837	69.6872	66.9012
NP_001003185.1	94.3916	115.661	135.05	238.712	112.499	108.013
NP_001003187.1	96.9906	113.15	57.9031	146.076	66.4092	191.779
NP_001003188.1	6.70555	14.4071	16.2874	15.9426	9.41287	6.94387
NP_001003189.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003190.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003191.1	90.7917	65.1838	89.6387	134.668	75.2834	56.247
NP_001003192.1	58.1048	82.968	101.019	120.498	67.4491	40.1037
NP_001003193.1	38.2549	31.9944	24.2215	47.2829	23.143	30.6176
NP_001003194.1	0.0564587	0.115819	0.0260506	0.0644993	0.0661621	0.0541349
NP_001003195.1	2.19708	1.98569	4.26785	5.49896	2.435	0.844153
NP_001003197.2	0.472339	1.0615	1.04488	1.70328	0.619204	0.251736
NP_001003198.1	20.4214	25.1557	14.1845	31.8391	17.3624	21.4315
NP_001003200.1	15.9057	9.22667	14.2847	16.1324	7.78072	22.9775
NP_001003201.1	64.2454	87.5046	63.7848	88.647	50.5967	51.7026
NP_001003203.1	0.0163074	0.0048048	0.0	0.0535211	0.00522522	0.0017941
NP_001003204.1	5.97855	5.18974	6.33	11.8635	5.23523	3.94361
NP_001003205.2	13.2823	14.3294	13.8589	15.1932	10.3686	14.6839
NP_001003206.1	27.6819	41.4753	44.5525	64.4082	37.3478	26.2575
NP_001003207.1	0.234003	0.132832	0.462272	0.350435	0.0950248	0.251944
NP_001003208.1	20.7541	23.2615	34.4079	34.6965	24.8598	26.0055
NP_001003209.1	0.167491	0.839797	0.497326	0.862746	0.314777	0.249817
NP_001003211.2	3.96062	6.58635	7.16791	9.00812	4.04603	4.65126
NP_001003212.1	1.03922	2.10289	4.4359	3.43825	2.26976	0.654616
NP_001003213.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003214.1	28.1034	45.5083	33.9955	63.9063	36.9123	34.4687
NP_001003215.2	2.69575	3.17613	4.61556	6.37442	6.61842	1.40983
NP_001003216.1	58.6181	58.3143	52.6511	91.8499	50.8859	45.0612
NP_001003217.2	6.86709	8.37123	5.18127	8.87346	5.39507	9.63626
NP_001003218.1	19.3378	28.6994	18.9673	45.2301	19.2845	20.9535
NP_001003219.1	1.09182	1.02391	1.51283	0.846164	0.691	0.743576
NP_001003220.1	0.0948692	0.0243518	0.0763546	0.108494	0.0661352	0.141102
NP_001003221.1	27.7092	14.8782	17.7066	26.2789	17.1277	12.9129
NP_001003222.1	0.104248	0.239887	0.0503494	0.25314	0.109796	0.0589568
NP_001003223.1	32.9091	30.5072	22.1912	26.6119	21.3636	24.9573
NP_001003224.1	0.0	0.0	0.0	0.0325222	0.0	0.0
NP_001003225.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003226.1	51.2268	39.8406	33.5492	52.8276	32.1681	28.2853
NP_001003227.1	34.8436	39.3314	53.5085	89.718	37.1586	65.6584
NP_001003228.1	60.1048	71.0685	79.9091	143.331	44.8775	92.7103
NP_001003229.1	338.606	398.937	275.703	373.421	248.572	458.694
NP_001003230.1	0.560764	0.211546	0.147284	0.261805	0.56178	0.188907
NP_001003231.2	46.5961	65.1056	48.2095	98.6988	41.9744	35.8166
NP_001003232.1	94.7681	122.02	164.619	208.329	96.077	82.7656
NP_001003233.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003234.1	4.02629	3.56129	6.10012	8.09704	4.81757	2.77829
NP_001003235.1	0.0653833	0.0891055	0.0	0.0	0.0	0.0416871
NP_001003236.1	160.697	155.812	181.011	255.771	140.702	116.472
NP_001003237.1	59.3281	74.2501	65.4414	89.2429	20.575	33.9582
NP_001003238.1	7.04813	10.9151	10.6482	20.0079	9.10668	6.28612
NP_001003239.2	8.91496	11.4242	9.50254	19.3682	8.30143	4.9245
NP_001003240.1	43.0916	20.6281	14.386	23.4065	7.42323	5.8736
NP_001003241.1	3.1544	4.58698	1.05878	1.97345	1.3526	1.93946
NP_001003242.2	74.9913	65.347	139.113	125.007	67.3116	37.4206
NP_001003243.1	6.83599	10.8609	21.9502	27.6743	12.2983	10.9468
NP_001003244.4	9.00216	10.7175	26.1439	110.636	21.1537	10.8991
NP_001003245.1	0.0824258	0.280067	0.258483	0.18714	0.334089	0.0944355
NP_001003246.2	34.4707	46.7188	45.8962	67.8318	44.4988	69.6067
NP_001003249.1	6.53275	14.8505	19.0906	24.5446	13.3134	4.97502
NP_001003250.1	130.111	129.873	219.122	245.992	103.522	91.9593
NP_001003251.1	160.797	113.482	195.013	160.577	95.4734	54.1548
NP_001003252.1	23.3817	55.4436	33.7425	72.498	34.0889	31.6447
NP_001003253.1	93.0098	74.5041	47.7374	67.9532	51.6674	74.6148
NP_001003255.1	2.37533	2.88744	0.797556	2.79965	1.29782	0.822969
NP_001003256.1	81.829	93.1219	84.4852	160.199	60.1976	53.0464
NP_001003257.1	25.3546	28.679	18.1842	32.492	22.1158	32.4722
NP_001003258.1	47.0285	56.3227	64.846	108.212	47.255	39.7504
NP_001003260.1	0.0528427	0.0	0.0	0.120541	0.0	0.0472343
NP_001003261.1	149.237	159.529	191.7	220.267	135.274	121.733
NP_001003262.1	0.210951	0.117905	0.0528117	0.0	0.201522	0.010074
NP_001003263.1	558.112	535.49	494.671	561.878	507.916	513.08
NP_001003264.1	23.3779	27.9871	30.8325	42.2744	21.1245	18.8161
NP_001003265.1	2.3516	1.09354	1.86921	3.95835	3.06102	1.62334
NP_001003267.1	51.2987	44.7002	43.5225	97.5982	36.1102	26.8677
NP_001003268.1	5.14225	7.98855	10.0815	12.9784	5.88087	3.92817
NP_001003269.1	271.363	195.877	175.514	274.515	165.051	140.12
NP_001003270.1	40.8111	47.0865	64.721	91.1218	39.0144	41.0604
NP_001003271.2	36.8829	34.7185	25.8467	45.8661	26.0974	23.7579
NP_001003272.1	30.6173	29.3457	35.0036	51.2271	25.3158	22.0111
NP_001003273.2	372.283	341.715	403.127	492.857	307.902	273.585
NP_001003274.1	165.593	191.406	235.542	285.521	182.024	138.367
NP_001003275.1	75.1466	73.6854	52.5932	98.349	56.7853	47.8378
NP_001003276.1	84.2365	73.5816	89.7016	106.086	61.3247	45.7669
NP_001003277.2	43.7736	45.6255	62.439	68.7844	39.4688	31.8868
NP_001003278.1	4.95512	5.37194	4.24549	7.16754	2.94287	2.55973
NP_001003279.1	0.254759	0.339184	0.0890371	0.171729	0.283343	0.160377
NP_001003280.1	0.963362	0.637778	1.5727	1.83718	0.44204	0.896
NP_001003281.1	15.7365	16.9653	16.436	24.2039	20.4467	12.6525
NP_001003282.1	3.85533	3.4059	2.02635	4.84905	3.15396	3.00683
NP_001003283.2	34.354	26.8935	36.1813	54.4505	23.2377	28.2045
NP_001003284.1	0.374621	0.0509691	0.187279	0.0	0.0552888	0.0572632
NP_001003285.1	0.0036239	0.0224094	0.056002	0.0748852	0.0121833	0.0223171
NP_001003286.1	0.0	0.0	0.0	0.0672152	0.0	0.0
NP_001003287.1	0.0	0.0	0.0	0.0	0.132586	0.0
NP_001003288.1	19.2375	16.558	12.0745	21.3107	13.253	12.5291
NP_001003289.1	0.0121654	0.0	0.0	0.0139501	0.020421	0.0140356
NP_001003290.1	2.49874	2.31697	1.79634	0.429991	1.32508	1.59214
NP_001003291.1	64.1927	50.0353	70.1724	110.55	65.0884	85.8492
NP_001003292.1	0.219709	0.490371	0.427557	0.637171	0.354814	0.779842
NP_001003293.2	7.37896	8.98723	6.61625	9.50632	7.21904	5.49223
NP_001003294.1	25.7968	25.7767	25.5935	41.4993	20.4411	20.9361
NP_001003295.2	965.374	761.785	557.085	588.473	789.801	639.83
NP_001003296.1	160.689	260.786	418.944	544.298	200.039	203.876
NP_001003297.1	171.816	251.887	205.035	359.924	127.42	287.644
NP_001003298.1	118.893	145.194	599.186	421.622	282.366	137.095
NP_001003299.1	90.5692	79.7771	64.4165	72.4545	55.0752	129.95
NP_001003300.2	0.443084	2.02032	0.353024	2.26842	1.01488	1.43813
NP_001003301.1	8.32507	12.7317	23.9855	46.8187	38.2078	52.1728
NP_001003302.1	2.27025	0.709627	1.62787	1.97535	1.53746	0.731829
NP_001003304.2	0.046546	0.0482362	0.0507908	0.053098	0.146795	0.0089058
NP_001003305.1	2.50934	1.64254	0.930708	2.6419	0.230794	1.02586
NP_001003307.1	0.0	0.0	0.0	0.213562	0.0518649	0.0
NP_001003310.2	0.230315	0.805374	0.359353	0.560207	0.110803	0.225647
NP_001003312.1	201.697	153.716	244.178	231.264	119.104	118.845
NP_001003313.1	94.7949	91.805	104.56	143.568	75.0026	60.314
NP_001003315.1	67.3072	62.9569	77.6746	115.52	52.3128	53.6502
NP_001003316.1	161.077	188.311	234.716	266.091	152.707	148.399
NP_001003317.1	29.7461	45.2804	55.6833	64.4989	34.9835	29.2356
NP_001003318.1	43.6856	57.3828	66.0688	73.2887	43.8191	46.5102
NP_001003319.2	0.122443	0.0	0.0225375	0.0	0.0136542	0.0
NP_001003320.1	0.949902	0.100868	0.388987	0.112321	0.163623	0.0758109
NP_001003321.1	136.728	133.674	138.019	214.939	107.792	99.9262
NP_001003322.1	0.255557	0.690002	0.300299	0.872791	0.603888	0.390993
NP_001003323.1	0.119111	0.134496	0.173346	0.342677	0.203047	0.056337
NP_001003324.1	76.7383	85.2275	128.872	161.609	69.9657	66.7543
NP_001003325.1	299.764	210.931	230.966	271.141	175.277	152.489
NP_001003326.1	159.912	112.149	148.441	190.342	95.1395	80.6725
NP_001003327.1	244.608	263.856	329.379	477.635	195.688	198.467
NP_001003329.1	0.182307	0.249776	0.139393	0.139105	0.05654	0.132251
NP_001003331.1	38.2092	36.5461	25.7063	52.9674	27.4487	25.7213
NP_001003332.1	9.441	8.80201	4.5739	22.0303	6.53845	4.0168
NP_001003333.1	4.40875	2.44634	7.82147	3.9031	4.64529	2.68549
NP_001003335.1	1.79746	4.17388	1.81851	3.25989	1.6229	4.64832
NP_001003336.1	4.26613	6.98912	5.94772	8.61332	4.66973	6.22688
NP_001003337.1	3.11636	3.35179	7.23889	6.92217	3.03448	1.20071
NP_001003338.1	0.194859	1.07511	0.0285379	2.11549	0.110932	0.087359
NP_001003339.1	6.35146	2.31819	0.0	0.0	4.5951	0.0
NP_001003340.1	0.693237	2.13289	0.104794	2.25386	2.31078	0.294284
NP_001003341.1	12.7249	17.8732	12.858	19.9727	14.538	7.60289
NP_001003342.1	0.00929971	0.0	0.00423304	0.0106711	0.0624933	0.262995
NP_001003343.1	4.64586	5.78361	2.18932	7.79883	4.08668	5.22486
NP_001003344.1	33.671	38.0829	29.9561	53.3793	24.8314	28.9935
NP_001003345.1	259.014	193.596	247.609	354.918	269.234	141.525
NP_001003347.1	0.177884	0.0976738	0.0	0.203993	0.0530884	0.0410479
NP_001003348.1	23.0354	24.3136	22.3315	15.3297	17.9144	16.344
NP_001003349.2	891.497	806.246	586.544	957.641	662.016	718.508
NP_001003350.1	46.6421	40.6032	21.9396	50.3778	31.3058	26.3317
NP_001003351.1	0.381289	0.376171	0.332058	0.540062	0.372649	0.413666
NP_001003352.1	0.0	0.0161752	0.0107061	0.0	0.00439683	0.0120819
NP_001003353.1	50.8634	55.9882	44.5355	66.5064	40.9228	51.4668
NP_001003354.1	0.353607	0.460125	0.847135	1.13183	0.276182	0.685641
NP_001003355.1	12.2957	9.9815	7.18435	12.9884	7.22539	6.18511
NP_001003356.2	1.00202	1.07566	0.156248	0.513181	0.745527	0.608239
NP_001003357.2	58.4759	39.067	40.165	77.9825	35.0212	19.2518
NP_001003359.1	62.4524	28.3455	33.266	28.437	5.95048	16.8582
NP_001003360.2	1.16462	0.97243	1.05823	1.12944	0.766613	1.15083
NP_001003361.1	4.96072	6.74852	6.51525	10.3524	4.91144	4.17306
NP_001003362.1	27.1146	60.5008	61.0809	46.6897	41.0774	40.9964
NP_001003363.1	52.8038	42.8902	52.0214	62.4518	35.1099	27.9811
NP_001003364.1	250.64	278.834	322.736	382.769	233.078	250.815
NP_001003365.1	5.26428	4.30158	34.4232	14.0649	7.11067	2.86458
NP_001003366.1	5.96649	6.10035	5.30861	8.73856	4.5211	3.63077
NP_001003367.1	156.755	204.592	222.517	318.897	167.151	130.643
NP_001003368.1	3.382	0.7498	0.683583	0.667754	7.43877	0.452183
NP_001003369.2	4.39021	2.91238	0.418851	2.28163	8.22044	0.709549
NP_001003370.1	136.071	129.407	86.7925	112.031	48.722	115.387
NP_001003371.2	0.0579509	0.0	0.0	0.0	0.0144084	0.00742793
NP_001003372.1	23.9408	30.7741	68.7802	63.2034	45.7827	18.2213
NP_001003373.1	5.9757	10.2525	9.94877	17.9231	10.2051	7.13952
NP_001003376.1	6.79231	4.7294	3.2789	3.14699	3.09544	3.20887
NP_001003377.1	3.04393	6.95773	8.37551	3.38353	4.62873	4.38597
NP_001003378.1	13.306	3.00886	5.7958	2.71296	0.310928	3.29926
NP_001003380.1	3.14433	0.609209	0.311057	4.4105	0.421069	0.476274
NP_001003381.1	0.0	0.0	0.0642836	0.0	0.0	0.0
NP_001003382.1	32.4676	58.9972	50.5357	76.5927	30.1827	57.5442
NP_001003383.1	10.867	17.4282	16.318	17.4109	13.7321	9.85486
NP_001003384.1	1.07057	0.919866	2.9787	0.826241	0.0322253	0.171989
NP_001003385.1	3.33302	3.95549	3.80763	8.18221	2.98116	1.78466
NP_001003386.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003387.1	36.375	36.9548	26.9396	43.6577	27.0943	20.496
NP_001003390.1	20.4491	23.8508	17.9256	35.5597	17.4572	15.1466
NP_001003392.1	0.1507	0.116178	0.224463	0.215674	0.0631214	0.0723631
NP_001003401.1	14.9992	7.24623	11.0397	10.8447	12.9835	10.9317
NP_001003402.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003405.1	0.0	0.0	0.0	0.0	0.0	0.0994253
NP_001003666.2	0.233803	0.413076	0.196732	0.369972	0.312659	0.368758
NP_001003668.2	0.0451342	0.0254375	0.0	0.0	0.0683759	0.0692177
NP_001003670.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003671.1	0.0	0.0	0.0200965	0.0	0.0	0.0
NP_001003672.1	0.808083	0.899701	0.858388	0.597259	0.695123	0.734221
NP_001003691.1	3.70487	2.6763	2.57403	3.49116	2.19695	3.9047
NP_001003705.1	0.211026	0.0	0.088229	0.0	0.0582549	0.0
NP_001003706.2	4.6521	8.41542	4.84498	5.11082	14.61	4.33514
NP_001003707.2	1.09651	0.344378	0.887386	0.54811	1.57091	0.703064
NP_001003708.1	11.14	17.3134	15.0009	14.31	16.5248	16.5171
NP_001003709.1	92.7097	78.2201	112.167	79.4982	95.1297	96.3792
NP_001003711.2	0.00175427	0.0	0.00230199	0.0	0.00541456	0.00756968
NP_001003817.1	1.45514	2.1462	1.28004	1.86201	2.8124	2.59511
NP_001003820.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003893.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003910.2	0.0	0.444219	0.00036324	0.0	0.0	0.132998
NP_001003915.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003917.2	2.0811	0.0126639	4.94519	1.03274	2.18059	1.40461
NP_001003934.1	0.0167257	9.01377e-09	9.88337e-09	0.0464744	0.0	0.0
NP_001003947.1	0.362241	0.28267	0.236014	0.333705	0.266072	0.423126
NP_001003952.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001003955.1	0.874292	1.3558	1.17626	1.49289	1.65335	1.85501
NP_001003958.1	0.0	0.0	0.0	0.0	0.0	7.87488e-07
NP_001003964.2	1.15593	1.14712	1.35786	0.971239	1.5566	1.08167
NP_001003965.1	0.0166174	0.0223518	0.00732981	0.021803	0.0	0.0237876
NP_001003966.1	0.271651	1.59595	0.861541	2.36954	2.54283	2.98254
NP_001003967.1	0.0	1.11766	1.39102	0.0	0.908459	2.28019
NP_001003968.1	21.8082	14.5295	10.51	19.7659	7.7219	12.2494
NP_001003969.1	0.0	0.0	0.0	0.0	0.0	0.0157703
NP_001003970.1	0.552628	0.644141	0.461984	1.32811	0.342631	0.537614
NP_001003974.1	82.3112	83.0137	94.2613	78.468	114.571	106.435
NP_001003975.1	9.37982	7.70554	9.87462	9.37273	10.6694	10.6049
NP_001003978.1	63.7001	46.2055	72.0897	58.1385	71.6646	72.1788
NP_001004021.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001004022.1	0.0335394	0.00966127	0.00632973	0.0566008	0.0	0.782633
NP_001004025.1	0.0	0.0	0.0	0.0	0.0	0.0
