Orthogroup	Adipose	Adrenal	Brain	Colon	Heart	Liver	Lung	Muscle	Pituitary	Skin	Spleen	Testis	Thyroid
OG0000000	0.444142791265543	0.397826356592521	0.366511060782044	0.429899596255092	0.406160964281169	0.417055299600741	0.426129858712609	0.334521797132888	0.410340242181851	0.452845182616364	0.379117574989636	0.382937986101756	0.37937533695934
OG0000001	0.478332241324516	0.394230660964323	0.485610189853627	0.399480008428818	0.36888880301016	0.460558398676585	0.440176484421533	0.441110426038147	0.494573993940504	0.456722495001076	0.437642992133026	0.496829078805498	0.416838606151316
OG0000004	0.503264070177109	0.535813320852125	0.401868797534928	0.545515741250769	0.488329945236149	0.532185421864644	0.49693862041521	0.544463833872038	0.51023454703921	0.560664358933862	0.366183869907226	0.391303536685622	0.506079604428704
OG0000006	0.572387497671608	0.5538054915975	0.563056023406968	0.546657293083585	0.589626692017776	0.526899167520264	0.492509326038312	0.583321668804779	0.540161887434377	0.557754315941548	0.556555632094376	0.510203026691787	0.532089880235995
OG0000007	0.673744659978365	0.577422774737796	0.505175639982338	0.711440593859581	0.588219646680412	0.595788634817813	0.647284088882289	0.64253382040806	0.60531833239918	0.655086344663217	0.603444135434301	0.455817797869623	0.685260775676136
OG0000009	0.586998053557597	0.579735287726416	0.560294564946376	0.551061332258091	0.55184704728908	0.50836954086675	0.565049574153537	0.577212583797282	0.550878754256988	0.658061638110748	0.624422701301152	0.393679307834077	0.511496674182851
OG0000010	0.489790169306062	0.455897378677211	0.467515643335459	0.476924016172432	0.558941952554905	0.409755450097217	0.361550176656131	0.468255498020937	0.433607383084903	0.431236857392042	0.479231507775584	0.543088257969222	0.476185029164737
OG0000013	0.463511782210489	0.462448181694668	0.566151892703626	0.48551378046488	0.481465079588204	0.520987097549506	0.485296924846312	0.52561772782674	0.532100215030172	0.571081929683603	0.437240295875596	0.393454160120142	0.481645788260015
OG0000014	0.421527142061705	0.513542362180873	0.470212422961771	0.521624617124711	0.434071425884389	0.552813806989067	0.60080084584022	0.480023234518766	0.531402877527345	0.456441497560996	0.432565825971228	0.549446613172409	0.549360838553834
OG0000015	0.408394058106674	0.431277574671025	0.423597699201882	0.509973431209935	0.391092381227645	0.429953708687614	0.358859676096843	0.427189856266185	0.418327076007199	0.519732900573811	0.426194541995039	0.568549374207505	0.398629694556044
OG0000016	0.572048874462672	0.689646926213015	0.474658584602357	0.535088816345855	0.597105483142958	0.443182418514744	0.610076445401552	0.660762613332225	0.577672360321652	0.571812849340093	0.66994435319306	0.558405556729727	0.646620755943662
OG0000017	0.668924781129945	0.596681477347698	0.737330458616814	0.655903798099235	0.695799878183612	0.625282528312925	0.607309353542094	0.70303956651634	0.619016496510423	0.646392396323894	0.565953303208001	0.498028610236989	0.563436884681117
OG0000018	0.467810825159388	0.471835053013884	0.53000961436203	0.440741860385737	0.41038248277981	0.408926609915304	0.472590038986145	0.470737627913071	0.519623120267795	0.494753614419431	0.517697200773684	0.605039982435266	0.46061002255197
OG0000020	0.541706151261241	0.515813827546808	0.44850570126913	0.568418265997072	0.385655636318547	0.545817562932589	0.431727409558233	0.545752622278896	0.467853205076629	0.470845997194902	0.548682996527044	0.625876205164	0.41260822524238
OG0000021	0.487879573391601	0.302390782790365	0.435644496981079	0.472533137901574	0.41510524486308	0.589160706677735	0.593940318806759	0.384038701519293	0.26947001131413	0.412440023440207	0.419348235339642	0.337163690443543	0.442858798386053
OG0000022	0.656943447892038	0.515616843591506	0.69615281724375	0.40130574198074	0.509700878262294	0.551546191169494	0.505230678864604	0.471407376786826	0.410389268890734	0.409718719596001	0.428588280695174	0.46126954650318	0.438328416390095
OG0000023	0.530393367691925	0.504780732465423	0.428592364117604	0.499307067430544	0.514581916233347	0.494345245911888	0.446772625107285	0.450901432250857	0.417254793130653	0.42980257230844	0.360623947213092	0.466168740361405	0.417258167696765
OG0000024	0.418442526181756	0.480765802469468	0.498867866654542	0.506419988649727	0.485102716264294	0.573901131881601	0.474099357271953	0.510553151480664	0.453233830452479	0.468133237977488	0.565449234945724	0.432054334897511	0.525282548491432
OG0000025	0.477814182410329	0.505327647409676	0.547574757523528	0.50550687472048	0.44531499532923	0.564058821781996	0.403649415528428	0.516550036941645	0.342675127359897	0.435256327711838	0.463828598936868	0.440139363565099	0.462277269885899
OG0000026	0.664753186762381	0.547084154961969	0.285900409917465	0.585382760401655	0.838158821183173	1.00744167830222	0.800702202160939	0.750338657113622	0.403876299824615	0.440490455906927	0.44904067233556	0.356070623703756	0.539836090125874
OG0000027	0.708003419045571	0.802848646950131	0.607660468159291	0.704502140684899	0.668558928653269	0.733852066199553	0.594160761835538	0.703831287349508	0.555958502554565	0.654526101923189	0.636812563962589	0.503256667484385	0.668425145114604
OG0000028	0.373664645758605	0.305432890966988	0.481551098148989	0.289767860766612	0.252746913310648	0.349593878891865	0.328696979100548	0.284511119595203	0.406468430057671	0.294086008515629	0.477625405271861	0.519978293162305	0.304506444383467
OG0000030	0.522290264397425	0.553555248106636	0.442769101858973	0.55562450875288	0.506607625957619	0.520135176798577	0.584908946403929	0.597100196798604	0.542595176983644	0.517324783910553	0.498915292840485	0.63458721516641	0.595756140102273
OG0000031	0.63114559218079	0.702783879905645	0.462595921731203	0.854330416220699	0.65226108160132	0.65802260577209	0.76384384274437	0.675984591284152	0.713702502456198	0.670312592334757	0.765297424759255	0.526113500729397	0.695363783237013
OG0000032	0.694824663228536	0.613898328816034	0.660553278019235	0.547667286327331	0.598063326184336	0.59125902731352	0.571729250785514	0.656146388773802	0.593324074349535	0.682408223309884	0.546430142532288	0.466057405845104	0.540558425098823
OG0000034	0.462134410373297	0.484781684852819	0.287325698513537	0.479795221057684	0.38422379475932	0.37283362881529	0.375957359015016	0.320887682173736	0.664509906082078	0.442083250032886	0.403691343197595	0.757076250014676	0.351939450582115
OG0000035	0.524049414017175	0.575620254704648	0.523365707044294	0.507499025662763	0.597899054865791	0.431310416772608	0.585303766158143	0.485934788135837	0.467855455792046	0.374809484904654	0.629419384812916	0.390141986279708	0.542913957038652
OG0000036	0.443258119055568	0.429974240612374	0.574534171606499	0.406692207787758	0.516162943675696	0.443689022206314	0.426855424072161	0.495526928867312	0.601866208865105	0.371966423638655	0.572159204898424	0.499282322607637	0.405465837263014
OG0000037	0.507249323416771	0.550413658098596	0.552639105707751	0.441185253627294	0.464507722375429	0.559938885441045	0.452756016169986	0.501608888768513	0.511393023433973	0.444677749004383	0.423863637761896	0.416439860311909	0.462361219341682
OG0000038	0.57548828241509	0.495655822108783	0.548429767388483	0.586026846460046	0.551629956925812	0.470372741628034	0.549672013951969	0.458739192480228	0.517511758791533	0.548677985732758	0.498118464936214	0.484097208343913	0.555615173251658
OG0000040	0.402494178086432	0.322408959843459	0.225717696172357	0.456638043464098	0.422727670912896	0.684454499517531	0.516461636208319	0.391102362093347	0.375945062434762	0.399546326192419	0.485415535289325	0.459535992313759	0.386749879474336
OG0000041	0.677648807724852	0.5258926922527	0.458640545723423	0.51254192831822	0.481491527260523	0.597860545303072	0.692397147703008	0.457482102464288	0.548013329790396	0.594760415456621	0.693352389525938	0.480882776822771	0.507845069292539
OG0000042	0.63228404174039	0.688894853565047	0.40065300238526	0.608314764787569	0.443680680517609	0.641522311959996	0.925593946093657	0.464487493595258	0.709730946890538	0.567118623431656	0.613371889720302	0.238957189290997	0.638253093588252
OG0000044	0.536440348438471	0.586571113796708	0.620142010036896	0.53355735239687	0.54558112857036	0.567306111807661	0.456785971072158	0.500132818253087	0.62050491742549	0.500159277034361	0.465101517691317	0.592403534479609	0.552623900960449
OG0000045	0.555185960145866	0.540505358142073	0.4275745114079	0.625916208660095	0.599130202299406	0.651661749555823	0.579907849827836	0.577315805886891	0.50211882742643	0.671995451270648	0.420425187895821	0.419884664359403	0.613614405182618
OG0000046	0.500935647530491	0.492418604976388	0.39362537499437	0.373774508290851	0.528351775054918	0.473949347007466	0.382856229724716	0.570085204566451	0.330551780209751	0.546706591114954	0.536898068749684	0.442149164730307	0.466522069072964
OG0000047	0.562498651179354	0.584565973425536	0.430911165657987	0.506470429486323	0.6598009912746	0.622655354262499	0.564106029444502	0.510697545731158	0.481075457046529	0.518572962738678	0.542635200216203	0.51164996800558	0.52371777612193
OG0000048	0.355534116377733	0.389237367998039	0.421525168648927	0.456470509098237	0.346912086316018	0.357846752965359	0.359395828755217	0.31649851547469	0.385475319842478	0.526453542360874	0.32811342656919	0.405568119976557	0.442250273057885
OG0000049	0.418600640030703	0.473469408751045	0.608285605613381	0.385797807850719	0.434373488273845	0.374448416819485	0.45097870828491	0.440504509629673	0.42732111047392	0.529611525146927	0.515991916647185	0.438314561579877	0.432445709988183
OG0000050	0.274917985654093	0.319801901654243	0.369994436023208	0.570355615022456	0.248881536153043	0.426261967875654	0.467709087725182	0.363964191379756	0.238767029330345	0.281185499611849	0.336082358859064	0.505209334518505	0.405223190465644
OG0000051	0.442388744094304	0.532241727330632	0.748891219191524	0.448770605607168	0.391452808764552	0.372451196860865	0.62982506944632	0.422257259843839	0.641277394820135	0.37281135111861	0.484906642526723	0.631020723155676	0.725413612187565
OG0000052	0.466831808994982	0.435458088933421	0.474238774114114	0.490413764224404	0.488674309472783	0.42340985908602	0.605744817714493	0.467852929624525	0.477315287481991	0.51464354691188	0.457420195133334	0.392428504448296	0.483593802190156
OG0000053	0.458669352862404	0.528649312498728	0.513424024599837	0.390287413286222	0.455681956858851	0.631898616252137	0.474444074576337	0.429462912429876	0.437256562079677	0.500829851387433	0.574116899352537	0.51918348997073	0.454386595309558
