GeneID	Muscle_rep1	Muscle_rep2	Muscle_rep3	Muscle_rep4	Muscle_rep5	Muscle_rep6
NP_001029052.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029055.1	8.68986	8.65046	9.93023	5.34007	9.19064	9.82035
NP_001029056.1	40.2628	38.5042	45.0552	48.1518	42.217	40.6168
NP_001029059.2	6.16662	4.01252	4.14812	2.51457	3.96042	3.37775
NP_001029061.1	5.54878	6.62717	7.89866	5.85035	6.64765	6.43875
NP_001029062.1	24.2658	21.6174	24.9717	24.8659	24.8752	24.3191
NP_001029063.1	6.65092	8.9287	11.4441	9.19062	6.9706	8.34738
NP_001029065.1	0.0	4.85329e-08	0.0	0.0	0.0841747	0.142104
NP_001029068.1	0.163118	0.419888	1.86632	0.141249	0.374153	0.403149
NP_001029071.1	22.0656	18.7721	20.3779	29.1935	21.7282	20.5377
NP_001029072.2	7.08008	7.88783	12.2722	12.0567	5.62225	6.41299
NP_001029073.1	5.88315	6.40435	8.21442	5.73734	6.6432	8.45891
NP_001029074.2	0.530825	0.547565	0.701978	0.0	0.914745	0.251315
NP_001029076.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029081.1	3.91218	6.20193	5.76235	4.87221	5.29241	5.95391
NP_001029085.1	1.66076	1.73325	1.57353	1.59108	1.44513	1.06583
NP_001029096.1	0.0	0.0	0.080673	0.0196522	0.0	0.0
NP_001029099.1	67.675	61.0838	56.8108	85.0005	51.8393	52.3984
NP_001029103.1	3.40299	3.86514	4.15519	3.472	2.50526	3.83018
NP_001029123.1	4.00434	3.84357	4.90558	4.13588	4.15072	4.98093
NP_001029135.1	1.81356	1.66515	2.39098	2.3393	1.54592	1.445
NP_001029137.1	0.164614	0.26437	0.422296	0.649515	0.939968	0.592366
NP_001029138.1	14.6992	13.2348	12.2655	10.6046	13.1538	12.7207
NP_001029149.1	0.0372241	0.0434132	0.0271826	0.0144336	0.054042	0.0
NP_001029153.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029155.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029164.1	39.7774	35.2443	38.9054	48.6233	41.4276	37.2686
NP_001029165.1	21.6615	14.4931	22.8731	23.6315	25.3344	17.2273
NP_001029166.1	3.94556	0.725127	3.15442	2.54715	3.84168	3.7596
NP_001029167.1	15.8028	13.638	20.5889	14.1315	23.2182	10.858
NP_001029168.1	30.0909	8.31617	20.7991	16.5947	17.6097	8.86312
NP_001029169.1	5.44543	4.07163	4.9006	5.50862	5.31989	4.83967
NP_001029171.1	0.45523	0.387992	0.204815	0.42328	0.107403	0.349223
NP_001029176.1	12.7682	9.54478	10.6731	10.1977	9.25888	8.77777
NP_001029182.1	1.72265	3.42878	4.04361	3.15446	2.17876	2.3211
NP_001029183.1	10.4045	6.27491	9.0	9.08198	7.61946	7.39506
NP_001029192.2	0.0	0.0	0.0553911	0.101402	0.0351505	0.0590858
NP_001029204.1	17.8029	17.5749	18.9986	14.1324	17.6036	17.6721
NP_001029209.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029231.1	0.0479158	0.0291233	0.158584	0.179756	0.190333	0.0330733
NP_001029250.1	3.42007	3.73081	3.76174	2.75784	2.87337	2.70134
NP_001029252.1	0.0	0.145359	0.0	0.0	0.0	0.0
NP_001029265.1	9.43095	9.98491	13.0117	11.1426	9.66328	9.9896
NP_001029269.1	1.21358	0.910671	1.60589	2.2333	2.253	2.48216
NP_001029272.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029274.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029276.2	0.0489662	0.0186525	0.0297758	0.0592831	0.0474099	0.0397994
NP_001029277.1	10.2874	0.896974	0.0377145	113.797	0.228866	0.0
NP_001029279.1	2.64994	2.15368	3.0154	2.8877	1.46435	2.38299
NP_001029281.1	3.83346	3.32696	5.64725	4.67065	3.2582	3.73651
NP_001029282.1	22.3074	25.0366	27.987	27.4371	21.9433	23.293
NP_001029284.1	9.44881	8.33569	14.6791	10.2723	8.90426	13.2561
NP_001029287.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029297.1	0.0	1.01119	0.0	0.0	0.235682	0.0
NP_001029299.1	0.0	0.0	0.0	0.000238088	0.0	0.0
NP_001029300.2	0.0	0.0	0.0	0.0	1.66767e-10	0.0
NP_001029302.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029305.1	45.5888	40.5711	43.1421	49.6047	44.0037	42.5381
NP_001029307.1	72.8642	61.19	85.0109	89.6954	68.2468	79.2869
NP_001029308.1	28.2823	20.7421	39.3374	29.9614	21.5271	25.6548
NP_001029309.1	3.22653e-09	1.19712	2.01982e-05	0.207837	0.678521	2.68737
NP_001029310.1	0.000781246	0.65718	0.995333	1.19338	0.0	0.852919
NP_001029311.1	0.0	0.0139396	0.0	0.0	0.0235427	0.00834853
NP_001029315.1	4.1849	3.74023	6.25968	6.09127	3.16747	4.31122
NP_001029316.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001029317.1	26.9291	24.4863	26.569	28.8919	23.2757	25.279
NP_001029319.1	8.21455	8.21485	9.7937	10.1595	6.26984	6.91548
NP_001029322.1	97.8443	97.0584	112.678	107.244	104.336	116.527
NP_001029323.1	0.0	0.0	0.0	0.0	0.160189	0.0
NP_001029324.1	0.956466	2.41241	1.72986	0.787189	1.53315	2.07103
NP_001029335.1	24.1418	22.6392	26.2882	28.6564	22.1913	24.2415
NP_001029359.1	9.30283	5.57109	5.98688	9.1773	6.80889	7.01941
NP_001029360.1	8.59286	8.25699	8.96503	9.35447	7.54092	8.32055
NP_001029371.1	0.0406199	0.0	0.0185389	0.0526666	0.0197698	0.0
NP_001030001.2	304.542	414.125	306.5	266.639	361.241	354.6
NP_001030020.2	0.0	0.0	0.03605	0.0	0.0	0.0
NP_001030021.1	1.97189	1.50558	1.6738	1.57142	1.45784	1.26483
NP_001030023.1	0.500377	0.0	0.0	0.383578	0.079055	0.182681
NP_001030026.1	1.17749	1.38691	4.49945	1.2025	1.13472	1.29286
NP_001030028.1	0.0673239	0.0409014	0.0	0.0	0.0	0.0
NP_001030030.2	0.0844399	0.154137	0.0	0.0	0.109902	0.0
NP_001030031.2	3.45566	1.84903	1.71463	8.15329	3.94073	5.86545
NP_001030034.2	2.39915	2.18837	2.32472	2.07815	2.45103	2.21278
NP_001030036.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030038.1	0.0	0.0296569	0.334907	0.10954	0.0154625	0.182555
NP_001030040.2	0.0220167	0.0	0.193656	0.0242829	0.00965424	0.0202997
NP_001030041.1	0.0	0.0	0.0	0.0168781	0.0	0.0
NP_001030043.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030047.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030050.2	0.190388	0.125158	0.162772	0.0810994	0.269316	0.0
NP_001030052.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030054.3	0.0489465	0.0307553	0.0206822	0.0401854	0.0655505	0.073461
NP_001030057.1	0.0567443	0.0351446	0.113316	0.0566475	0.0539047	0.0603883
NP_001030065.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030066.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030067.2	0.993632	1.20435	1.07514	1.32952	1.12464	1.30897
NP_001030070.1	0.0543219	0.039558	0.0179237	0.0451223	0.0143635	0.029926
NP_001030072.2	0.0142343	0.0	0.0218254	0.0327919	0.0181378	0.0
NP_001030075.1	0.94687	0.796404	0.604189	0.732945	0.726867	0.251025
NP_001030076.1	0.019577	0.0	0.0198649	0.0116277	0.0295148	0.0243618
NP_001030079.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030082.1	0.0	0.0	0.151288	0.0	0.0	0.0
NP_001030084.1	10.8511	8.7376	8.08217	10.7424	7.62513	8.47543
NP_001030085.1	14.1503	13.8811	20.0994	19.2346	17.2162	12.9587
NP_001030088.2	483.675	477.946	549.591	493.266	472.363	473.001
NP_001030092.1	4.99472	5.51685	3.17408	5.38204	3.48544	4.92748
NP_001030094.1	12.9429	8.46737	15.8247	10.9359	9.68981	9.04489
NP_001030095.1	10.0061	10.1982	8.96451	9.09838	10.1368	9.33746
NP_001030098.2	1.87324	1.74738	4.17992	2.30157	1.1282	3.05676
NP_001030103.2	0.299764	0.23816	0.121759	0.417666	0.132316	0.25452
NP_001030104.1	0.325052	5.6427	1.06173	0.509931	0.664815	1.74909
NP_001030105.2	5.80444	6.15904	10.3136	6.42602	5.71876	5.53078
NP_001030109.2	23.5746	16.4114	20.4213	24.7533	18.3986	18.5815
NP_001030110.1	42.3926	22.2662	38.4836	48.1324	30.2386	32.1225
NP_001030111.2	3.18877	5.53932	5.50683	4.53226	5.86872	4.3057
NP_001030112.1	48.0523	50.1903	51.2089	61.3472	50.1693	50.5642
NP_001030113.1	9.55369	9.33584	12.4487	10.0316	6.08469	7.2542
NP_001030116.1	0.0649578	0.187172	0.148564	0.168206	0.192842	0.239533
NP_001030119.1	11.985	12.5485	15.0809	15.7237	12.5648	11.154
NP_001030121.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030122.2	0.0	0.143708	0.0	7.33189	0.0	11.7596
NP_001030123.1	2.19557	3.63171	27.4736	3.55853	1.51027	2.30453
NP_001030124.1	0.672966	1.46388	1.68001	1.08652	0.850501	1.27227
NP_001030125.1	1.18658	0.801022	0.787901	0.924654	0.614656	1.29495
NP_001030131.1	2.94817	4.29485	7.43876	5.75439	2.65162	3.64604
NP_001030132.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030133.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001030167.1	7.5153	7.0786	11.4215	11.4262	5.13135	9.66443
NP_001030170.1	0.730752	0.277412	3.17442e-05	0.558294	0.703984	0.170783
NP_001030173.1	32.4156	30.2565	35.0333	44.649	35.2854	29.2188
NP_001030174.1	19.7412	15.6789	23.6558	29.9712	16.5777	15.7314
NP_001030298.1	20.6453	19.1572	25.9993	24.593	22.7791	23.5759
NP_001030299.1	0.185872	0.594319	3.46755	0.545416	0.477503	0.662805
NP_001030308.1	1.19866	0.959678	1.21211	1.23478	1.30415	1.04908
NP_001030328.1	0.170417	0.0701187	0.0	0.0	0.0	0.0
NP_001030329.2	125.909	16.1008	0.0	766.894	0.0	0.300978
NP_001030334.1	263.797	156.305	213.392	315.697	175.215	168.995
NP_001030594.1	0.0	0.144267	0.0	0.0	0.0	0.0
NP_001030602.1	0.542279	5.03226e-06	0.246497	0.326357	0.0	5.29761e-06
NP_001030931.1	14.9352	13.4423	10.7938	13.4771	15.4171	14.0229
NP_001032171.1	5.86874	6.57358	5.95525	5.60468	4.65422	5.62409
NP_001032172.1	14.2347	13.3959	16.2932	19.667	13.5465	15.2669
NP_001032173.2	2.23568	3.48666	6.08076	4.45844	4.54473	6.94355
NP_001032174.1	1.77289	2.94617	2.8574	2.4969	1.79908	1.98789
NP_001032176.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032204.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032211.1	1.07476	0.596021	0.0	1.18827	0.425393	1.42756
NP_001032212.1	0.30072	0.369897	0.412696	0.222531	0.207807	0.174731
NP_001032214.1	0.0789666	0.0837427	0.091626	0.0763624	0.0413011	0.13825
NP_001032216.1	0.537226	0.737261	0.908303	0.511852	0.729969	0.829855
NP_001032217.1	1.25401	0.996347	1.72886	1.23003	1.39776	1.67549
NP_001032220.1	0.0	0.0	0.0	0.168151	0.0	0.181126
NP_001032230.1	0.0801378	0.29654	0.18983	0.425781	0.0976825	0.12259
NP_001032231.1	0.157682	0.343612	0.267226	0.244357	0.316514	0.225329
NP_001032233.1	0.063763	0.269722	0.282423	0.107832	0.110831	0.122311
NP_001032235.1	0.0465366	0.0989955	0.144809	0.105431	0.0543945	0.0343098
NP_001032236.1	0.531848	0.299328	0.535429	0.523702	0.342607	0.615518
NP_001032243.1	0.4263	0.415891	0.380917	0.510803	0.382572	0.179945
NP_001032244.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032245.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032247.1	12.0708	12.3913	12.5448	10.6526	13.5783	10.9334
NP_001032256.1	0.756176	1.58685	1.20898	1.43789	0.590484	0.736932
NP_001032258.1	2.47751	2.4785	3.82035	3.79592	3.62359	2.20606
NP_001032260.1	11.5945	10.101	12.6394	14.0251	10.1964	8.80181
NP_001032262.2	6.34783	7.40585	6.31009	9.16974	5.50179	5.08458
NP_001032266.1	10.7282	13.9774	11.9869	14.073	11.3041	10.5996
NP_001032268.1	0.687415	1.11961	0.81695	1.29094e-07	0.987881	2.14364
NP_001032272.1	15.2322	16.5058	17.1343	14.7684	16.6661	18.1772
NP_001032273.1	0.0	0.0	0.0	0.0762553	0.0	0.227748
NP_001032274.2	8.59042	6.24806	13.0205	8.75838	9.15173	8.05704
NP_001032275.1	0.0	0.0642154	0.173604	0.185079	0.0738599	0.115931
NP_001032276.3	6.75423	7.15581	21.4623	6.40754	6.3732	6.16954
NP_001032278.1	18.5537	18.8457	21.4245	19.6617	18.5011	16.6848
NP_001032280.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032282.1	2.21754	3.27494	3.79308	4.22614	2.33012	1.49261
NP_001032283.1	2.03514	1.76966	5.1983	4.47238	2.82201	2.92376
NP_001032285.1	1.95263	2.52925	3.57755	2.63592	2.34809	2.63507
NP_001032286.1	16.134	13.2246	20.606	16.2636	13.8789	13.9462
NP_001032287.1	0.0	0.0	0.697353	0.224232	0.0	0.0
NP_001032288.1	0.0	0.0	0.0	0.0	0.0270698	0.0
NP_001032292.1	15.1954	13.2779	15.0439	13.7428	12.699	14.1836
NP_001032293.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032294.1	0.0	0.0	0.0107614	0.0	0.0	0.23112
NP_001032296.2	2.43856	2.26891	2.12281	1.2545	2.00427	1.8758
NP_001032297.5	2.02467	2.59212	2.96615	2.69213	4.42119	3.17859
NP_001032324.1	0.0	0.0	0.0	0.0	0.205185	0.200817
NP_001032325.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032371.1	13.762	18.0796	9.34765	15.4125	12.2043	15.0479
NP_001032398.1	0.440067	0.673767	0.365222	0.546174	0.290597	0.153263
NP_001032404.2	0.0	0.0	0.0123797	0.027585	0.0	0.0154786
NP_001032413.1	0.0902578	0.0228453	0.0609129	0.114562	0.0192579	0.219389
NP_001032414.1	0.0469593	0.166093	0.144642	0.0757315	0.109236	0.0
NP_001032415.1	675.474	633.601	707.194	836.026	622.964	551.36
NP_001032422.1	0.384281	0.311004	0.261287	0.128967	0.70662	0.0
NP_001032424.2	5.62826	5.81134	6.46803	6.80475	6.17069	6.61339
NP_001032425.1	37.4029	31.7629	34.0393	45.6996	25.1015	30.7344
NP_001032426.1	27.589	28.9379	40.4984	38.2241	36.9327	34.5085
NP_001032427.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032428.1	24002.4	28571.1	21378.2	23389.7	26602.7	25918.5
NP_001032429.1	29.2198	26.4548	35.0856	26.7311	25.3974	29.3687
NP_001032431.2	3.32169	2.1261	2.37891	3.63128	1.72017	1.48033
NP_001032433.1	6.67987	5.83742	7.6779	5.11932	6.03812	5.86921
NP_001032435.2	3.46525	6.45677	6.15624	3.48306	3.01828	1.79876
NP_001032436.2	0.0	0.112258	0.0212456	0.0	0.0	0.0321549
NP_001032437.1	4.88877	5.65004	6.7021	7.98032	6.5907	6.19276
NP_001032440.1	0.0659996	0.0505151	0.0757993	0.599762	0.0200765	0.0
NP_001032442.1	6.81428	6.42992	1.88671	13.9406	2.94883	2.92933
NP_001032443.2	0.109878	0.0	0.00368413	0.0212856	0.0	0.0
NP_001032444.1	0.0	0.0	0.371689	0.792425	0.112829	0.0
NP_001032445.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032518.1	0.0347352	0.120249	0.0741771	0.0	0.0344794	0.0
NP_001032591.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032592.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032593.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032594.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032595.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032596.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032597.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032598.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032599.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032600.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032601.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032603.1	0.0	0.0	0.0560029	0.0	0.0	0.0
NP_001032604.1	0.395982	0.0	0.0	0.422326	0.0	0.0
NP_001032605.1	0.455394	0.0	0.545783	1.24552	1.23467	0.0
NP_001032606.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032607.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032609.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032611.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032612.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032613.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032615.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032616.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032617.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032618.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032619.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032620.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032621.1	0.0	0.0	0.0704345	0.0	0.0	0.0
NP_001032623.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032632.1	43.8083	31.6556	42.431	49.959	41.2628	45.4036
NP_001032636.1	0.0	0.0	0.0	0.0872172	0.0	0.0
NP_001032638.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032641.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032643.1	0.49866	0.0738115	0.114663	0.425828	0.128592	0.597262
NP_001032644.1	0.745907	0.505931	1.06116	0.371152	0.556808	0.513657
NP_001032670.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032672.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032723.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032730.1	8.40242	5.85451	7.37468	4.86623	6.32375	4.11934
NP_001032731.1	0.061531	0.288085	0.0565859	0.0317592	0.190191	0.0
NP_001032732.2	12.2228	13.1246	14.63	15.008	12.0996	13.6918
NP_001032733.1	2.67544	1.52728	1.58945	4.71421	0.810241	4.39421
NP_001032736.1	1.49412	1.67828	1.85795	1.31014	0.887669	1.40727
NP_001032737.1	0.418161	1.91839	4.24246	0.240796	0.917217	1.71801
NP_001032738.1	0.0	0.0	0.00947313	0.0	0.0	0.0
NP_001032740.2	0.0	0.014305	0.0208802	0.0353616	0.0622893	0.020091
NP_001032741.1	4.87931	6.12032	9.54977	7.51581	5.92573	7.60809
NP_001032744.2	0.116651	0.0	0.0	0.253178	0.0	0.17398
NP_001032746.1	0.0	0.923927	0.31898	0.761752	0.711259	0.548714
NP_001032754.1	2.44508	4.53125	2.35577	5.18384	3.42726	1.32318
NP_001032801.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032805.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032806.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032808.2	0.0322215	0.0256473	0.050748	0.0221177	0.0411035	0.0240861
NP_001032814.1	2.47706	1.57959	2.04205	2.08235	2.03748	1.62213
NP_001032816.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032823.1	0.00126915	0.0	0.161547	4.14912e-05	0.00183702	0.0
NP_001032826.1	13.7675	9.77342	15.57	14.7927	13.8559	16.9031
NP_001032830.2	3.61024	3.73415	2.03539	3.28236	3.77557	3.4397
NP_001032833.1	0.0	0.0433325	0.0	0.0385418	0.0	0.0
NP_001032834.1	0.00260813	1.83094e-09	0.0	0.0	0.435242	0.282621
NP_001032835.2	17.4552	14.8106	14.1262	15.4902	14.7937	13.3383
NP_001032837.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032838.1	0.0162437	0.0197529	0.0536763	0.0134929	0.0	0.0224432
NP_001032840.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032841.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032844.2	0.370857	0.319351	1.5864	0.376026	0.453645	0.599941
NP_001032845.1	16.52	14.2426	14.6534	14.3353	14.9022	10.46
NP_001032854.1	22.0806	19.4274	18.9378	22.559	20.9171	21.4053
NP_001032855.2	17.3746	14.6469	22.0661	21.0885	17.8953	17.6013
NP_001032856.2	63.1837	62.1566	66.7606	80.042	47.2297	65.1144
NP_001032857.1	1.77036	4.34588	4.31071	2.48368	0.881297	3.65809
NP_001032859.1	11.5071	11.4551	10.5742	9.66356	10.8555	11.8769
NP_001032862.2	0.0	0.0	0.0956764	0.27357	0.0	0.119292
NP_001032863.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032864.1	0.0	1.11246	0.0	0.0	3.4269	6.33118e-07
NP_001032865.1	5.98362	6.18579	6.93967	7.56334	6.3344	5.93128
NP_001032867.2	35.1073	34.2158	41.7231	40.1465	36.4078	38.0573
NP_001032869.2	0.0	1.97225	1.21295	0.0	0.437421	0.265357
NP_001032872.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032876.1	45.379	53.6722	58.9738	61.7981	52.8383	43.7265
NP_001032877.2	0.0	0.326374	0.876546	0.0	0.0588837	0.0
NP_001032880.2	11.4923	11.2418	12.7792	14.4107	11.9443	10.8148
NP_001032881.1	6.8507	10.6197	11.6508	7.20023	4.05302	10.2618
NP_001032882.2	0.0	0.0	0.356051	0.0631056	0.0	0.0
NP_001032883.1	0.137099	0.134523	0.333674	0.20317	0.114277	0.143507
NP_001032884.1	28.1594	18.5783	29.5485	28.2286	19.2685	25.7547
NP_001032886.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032898.1	0.0111458	0.12192	0.0639692	0.0224341	0.0172024	0.0150586
NP_001032911.1	0.0	0.041655	0.0	0.0	0.0	0.114028
NP_001032931.1	0.329733	0.0474142	1.60173	0.786307	1.10126	0.899316
NP_001032936.2	3.77879	2.69387	3.61463e-06	3.69544	1.66737	1.22623
NP_001032948.2	6.51826	1.43297	20.5849	9.90237	8.67122	7.05875
NP_001032952.1	0.354044	0.000123323	0.529702	0.0174834	7.045e-05	1.33268e-05
NP_001032954.1	0.0	0.0911641	0.0	0.0	5.45009e-09	0.0
NP_001032995.1	0.0123546	0.0300526	0.0407927	0.0512186	0.0325686	0.0341544
NP_001033002.1	44.2448	44.4328	42.6035	40.7174	38.9307	42.6481
NP_001033003.1	0.0385802	0.0425156	0.0468518	0.021614	0.0303416	0.0626405
NP_001033004.1	0.0	0.0905004	0.0	0.0637344	0.100823	0.0
NP_001033005.1	0.711989	0.604488	0.982806	0.946709	1.64758	0.858091
NP_001033006.1	0.0496322	0.0905472	0.143393	0.113171	0.09813	0.0514527
NP_001033007.2	3.30856	2.3895	4.14112	3.53308	4.06256	3.30503
NP_001033008.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033011.1	0.104679	0.0664877	0.0734592	0.101294	0.116259	0.0425141
NP_001033014.1	0.0	0.0	0.213138	0.00181046	0.0	0.000477961
NP_001033015.1	0.0	0.0149176	0.0	0.0	0.0321266	0.016878
NP_001033016.1	0.0	0.0	0.465092	0.0889017	0.0	0.0397849
NP_001033017.1	0.0147286	0.0	0.0486545	0.0122256	0.0	0.0
NP_001033018.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033021.2	0.0	0.0	0.0	0.0	0.0431121	0.0
NP_001033022.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033027.2	13.0017	14.1618	23.5542	12.3574	11.9047	13.5701
NP_001033036.1	0.112515	0.0733623	0.289375	0.110873	0.289001	0.16371
NP_001033044.1	14.0954	16.1183	15.5187	15.4063	13.6797	15.2947
NP_001033060.1	0.0908254	0.0	0.175976	0.0	0.0	0.0293121
NP_001033062.1	0.0	0.016249	0.0216313	0.0	0.0	0.0173364
NP_001033063.1	0.0	0.12609	0.0834592	0.033326	0.364108	0.326255
NP_001033068.1	0.0	0.312206	0.103148	0.638292	0.0	0.0
NP_001033069.2	2.7683	2.83237	3.91871	3.0781	2.04026	2.9642
NP_001033070.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033076.1	0.150549	0.13082	0.212811	0.343922	0.330053	0.0831899
NP_001033086.2	2.12044	2.20173	1.74172	1.90423	0.997926	2.28533
NP_001033088.1	1.90733	3.13679	5.5815	3.07265	0.841358	0.911588
NP_001033104.1	3.62662	2.27432	6.38612	6.4819	4.43485	4.79872
NP_001033107.1	2.74378	2.049	3.14	3.37361	2.40529	2.47669
NP_001033583.1	98.0686	83.727	94.4256	87.748	94.4581	104.786
NP_001033584.1	16.0305	14.5727	22.0127	18.0035	18.975	20.1806
NP_001033588.1	1.81384	0.888195	4.88511	2.54758	2.00829	2.03622
NP_001033589.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033677.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033679.1	1.35746	1.10094	0.336837	0.422519	0.884044	0.72598
NP_001033681.1	8.69369	7.39529	7.85129	7.83043	7.40559	8.81332
NP_001033684.2	25.2096	22.7702	21.7473	28.6504	19.0868	17.7554
NP_001033690.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033691.1	0.0573562	0.232784	0.0606126	0.206571	0.273689	0.152839
NP_001033693.1	0.062024	0.0	0.248498	0.0	0.0	0.0
NP_001033695.2	0.274933	0.118793	0.117805	0.0452588	0.0390906	0.0398924
NP_001033713.1	0.424577	0.250817	0.00229536	1.05995e-07	0.448607	0.00151448
NP_001033737.1	15.2349	19.7716	19.2295	16.7982	16.5736	14.7285
NP_001033740.1	0.584448	0.299351	0.651142	0.646611	0.607478	0.53686
NP_001033749.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033754.2	0.0721476	0.0	0.023377	0.0	0.0	0.0318345
NP_001033755.1	0.322756	0.200796	0.160917	0.207137	0.100999	0.425042
NP_001033756.1	0.0228027	0.0142493	0.0368659	0.0	0.0555759	0.0190092
NP_001033757.1	0.0495044	0.0309762	0.0401215	0.0457905	0.0943054	0.0639593
NP_001033765.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033786.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034083.1	0.0	0.175912	0.0440503	0.208431	0.26654	0.0
NP_001034084.2	0.546142	0.391704	0.346897	0.238469	0.343019	0.245306
NP_001034085.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034086.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034087.1	0.598902	0.546007	0.0	0.619218	1.03036	0.195612
NP_001034090.1	32.7084	26.2843	43.2628	37.3354	26.964	28.0009
NP_001034091.1	5.67515	5.36026	4.68999	4.20297	3.4767	3.91619
NP_001034094.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034095.1	1.38433e-05	1.0986	1.98353	0.898283	0.571535	1.46606
NP_001034098.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034099.2	4.94374	2.1988	7.51487	4.06505	3.11688	3.05099
NP_001034105.2	1.87198	3.3557	3.14841	2.0854	2.85521	2.47403
NP_001034107.1	0.0	0.0	0.0	0.0	0.0479997	0.180082
NP_001034111.1	22.1463	15.029	34.6351	28.4382	17.6294	18.2801
