gene_id	muscle_dietM	muscle_dietP	whole_body_dietM	whole_body_dietP
FBpp0203124	0.0	0.0	0.0	0.0
FBpp0203125	7.77131666666667	9.5908	17.0585333333333	16.4037666666667
FBpp0203126	24.9814333333333	22.0995333333333	42.8361666666667	41.9103333333333
FBpp0203127	6.58370666666667	9.11657	15.7930666666667	16.2434333333333
FBpp0203128	9.64889	11.0681333333333	35.7053	39.4727666666667
FBpp0203129	86.2231333333333	115.035666666667	75.1369666666667	81.6472
FBpp0203130	0.0	0.0146652	1.75743	1.34563
FBpp0203131	2.22029666666667	2.35467	13.3548666666667	11.8835666666667
FBpp0203132	16.1656	18.1546666666667	36.8427333333333	33.6439666666667
FBpp0203133	10.8819833333333	13.7964666666667	20.4917333333333	22.8934666666667
FBpp0203134	367.832333333333	411.53	518.123666666667	519.976
FBpp0203136	131.956433333333	168.089333333333	90.4037333333333	79.6365333333333
FBpp0203137	0.112833066666667	0.103619766666667	0.213434533333333	0.164884333333333
FBpp0203138	0.196183866666667	0.1064165	17.2209333333333	22.7310666666667
FBpp0203139	0.203941	0.1317838	0.113955933333333	0.128418
FBpp0203140	22.415	22.1212	36.6895	37.7947
FBpp0203141	202.879666666667	187.467	118.017333333333	114.365
FBpp0203142	7.74564	8.56686333333333	11.6445066666667	14.4525333333333
FBpp0203143	14.1426	14.0701	25.9519	25.6072333333333
FBpp0203144	9.03773	11.6804333333333	36.1889666666667	38.1864333333333
FBpp0203145	52.6337	56.3496333333333	111.360466666667	112.939
FBpp0203146	7.90047666666667	6.32761333333333	37.1145666666667	26.6286
FBpp0203147	49.0931	41.0936	25.4246666666667	26.6105
FBpp0203148	1047.84133333333	1245.28666666667	756.720666666667	756.470333333333
FBpp0203149	501.474333333333	569.372333333333	535.945333333333	532.219666666667
FBpp0203150	12.0543333333333	8.32624333333333	9.96727666666667	10.25454
FBpp0203151	0.972507666666667	1.30854666666667	1.06267733333333	1.11180366666667
FBpp0203152	0.0432086666666667	0.0427056666666667	13.1978933333333	16.4612333333333
FBpp0203153	7.36708	7.17521333333333	15.6502	16.9503666666667
FBpp0203154	0.0493722	0.0	5.21311	5.91229
FBpp0203155	0.0	0.0	2.97068666666667	3.96747666666667
FBpp0203156	0.120925	0.0	6.43056333333333	7.97411
FBpp0203157	67.3161666666667	62.0277333333333	93.3338	87.8463
FBpp0203158	0.0034355666666666	0.0241567	0.252942333333333	0.316727
FBpp0203159	31.5322666666667	24.0059	22.8938666666667	18.9677
FBpp0203160	13.3016	11.8872466666667	15.6385666666667	16.4644666666667
FBpp0203161	24.9105333333333	19.4732666666667	32.2632666666667	29.2292333333333
FBpp0203162	100.942533333333	88.2048333333333	82.0008333333333	87.837
FBpp0203163	0.0	0.070707	0.0438226666666667	0.0
FBpp0203164	56.7516333333333	66.8516	22.522	31.0766666666667
FBpp0203165	60.8247333333333	66.4327333333333	30.3670333333333	40.7345666666667
FBpp0203166	4.19391	4.91229333333333	9.53579333333333	10.2207533333333
FBpp0203167	34.7075666666667	34.6661	64.9089	54.9468333333333
FBpp0203168	11.4074333333333	12.3096333333333	23.6411666666667	24.0511333333333
FBpp0203169	12.8049	12.5764	30.804	32.834
FBpp0203170	0.0915786	0.0290529	18.3627666666667	22.5760333333333
FBpp0203171	0.246043	0.122841333333333	12.52383	11.36703
FBpp0203172	2.08332333333333	4.12279666666667	24.2098	24.3001333333333
FBpp0203173	3.92107	3.56179666666667	32.7217333333333	36.2395666666667
FBpp0203174	0.0549953	0.0744743333333333	16.9747333333333	13.781
FBpp0203175	0.0	0.0151821333333333	4.55496	5.5269
FBpp0203176	0.0	0.0	0.0	0.0
FBpp0203177	0.0234857333333333	0.0	0.0256049666666667	0.0
FBpp0203178	0.0477936666666667	0.0	0.448322	0.657139666666667
FBpp0203179	34.4497333333333	33.547	47.5270666666667	42.2561666666667
FBpp0203180	1.25137133333333	0.998601333333333	19.4768	24.5771333333333
FBpp0203181	0.524753333333333	0.0503116666666667	103.0471	126.544333333333
FBpp0203182	11.2431166666667	17.3498333333333	76.3144	73.471
FBpp0203183	1.19113043333333	0.070931	152.151333333333	177.987
FBpp0203184	0.311397666666667	0.317641333333333	1.31547666666667	1.18560066666667
FBpp0203185	10.19529	11.42697	7.76747	5.94318
FBpp0203186	3.57860333333333	1.78629	4.34493	2.08330666666667
FBpp0203187	8.86211333333333	7.6278	26.6580666666667	26.405
FBpp0203188	2266.04333333333	2157.19	2441.62333333333	2382.63333333333
FBpp0203189	0.550847	0.0881306666666667	73.4637666666667	89.2978666666667
FBpp0203190	30.2632333333333	30.3189666666667	46.1121333333333	45.1991666666667
FBpp0203191	0.723249	0.703532666666667	10.4895433333333	10.6532
FBpp0203192	0.181525666666667	0.148312	2.66272	2.62804666666667
FBpp0203193	1.42379666666667	2.91724	6.30968666666667	9.14444666666667
FBpp0203194	66.4700666666667	59.8829666666667	160.258833333333	125.441666666667
FBpp0203195	0.551465666666667	0.579122333333333	2.67577	2.36539
