ensemble_a,ensemble_b,overlap_coefficient
1,2,5.3061224489795922E-001
1,3,2.0408163265306121E-002
1,5,8.9795918367346939E-001
1,6,8.9795918367346939E-001
1,7,1.0000000000000000E+000
1,8,1.8750000000000000E-001
1,11,1.0000000000000000E+000
1,12,4.3750000000000000E-001
1,16,3.7500000000000000E-001
1,17,6.8750000000000000E-001
1,18,1.8750000000000000E-001
1,20,7.9591836734693877E-001
1,41,9.7959183673469385E-001
1,44,1.8367346938775511E-001
2,3,5.3968253968253965E-001
2,4,3.1147540983606559E-001
2,5,5.4385964912280704E-001
2,6,8.2539682539682535E-001
2,7,5.5357142857142860E-001
2,8,1.0000000000000000E+000
2,9,3.3333333333333331E-001
2,10,6.5853658536585369E-001
2,12,8.1250000000000000E-001
2,13,4.8837209302325579E-001
2,14,6.2500000000000000E-001
2,15,2.5000000000000000E-001
2,16,2.5000000000000000E-001
2,20,2.8571428571428570E-001
2,22,2.0000000000000000E-002
2,41,9.6825396825396826E-001
2,44,3.6507936507936506E-001
2,59,6.2500000000000000E-002
3,4,1.0000000000000000E+000
3,5,3.5087719298245612E-002
3,6,2.6744186046511625E-001
3,7,5.3571428571428568E-002
3,8,6.8750000000000000E-001
3,9,1.0000000000000000E+000
3,10,1.0000000000000000E+000
3,12,1.2500000000000000E-001
3,13,9.0697674418604646E-001
3,14,8.7500000000000000E-001
3,15,1.0000000000000000E+000
3,19,7.5000000000000000E-001
3,21,3.7500000000000000E-001
3,23,1.2500000000000000E-001
3,25,2.5000000000000000E-001
3,38,6.8750000000000000E-001
3,39,7.5000000000000000E-001
3,41,9.7752808988764039E-001
3,42,1.2500000000000000E-001
3,44,3.9325842696629215E-001
3,45,3.7500000000000000E-001
3,59,1.8750000000000000E-001
3,60,5.0000000000000000E-001
3,63,6.2500000000000000E-002
3,67,1.2500000000000000E-001
4,6,1.3114754098360656E-001
4,8,1.8750000000000000E-001
4,9,1.0000000000000000E+000
4,10,7.3170731707317072E-001
4,13,5.3488372093023251E-001
4,14,1.2500000000000000E-001
4,15,1.0000000000000000E+000
4,19,6.2500000000000000E-001
4,21,3.1250000000000000E-001
4,25,2.5000000000000000E-001
4,38,2.5000000000000000E-001
4,39,5.6250000000000000E-001
4,41,9.8360655737704916E-001
4,44,2.7868852459016391E-001
4,45,2.5000000000000000E-001
4,60,3.7500000000000000E-001
5,6,9.6491228070175439E-001
5,7,8.7500000000000000E-001
5,8,4.3750000000000000E-001
5,10,2.4390243902439025E-002
5,11,7.5000000000000000E-001
5,12,8.7500000000000000E-001
5,14,6.2500000000000000E-002
5,16,8.7500000000000000E-001
5,17,6.2500000000000000E-001
5,18,5.0000000000000000E-001
5,20,7.7192982456140347E-001
5,22,1.4000000000000001E-001
5,40,2.5000000000000000E-001
5,41,9.6491228070175439E-001
5,44,3.1578947368421051E-001
5,62,1.2500000000000000E-001
6,7,8.9285714285714290E-001
6,8,1.0000000000000000E+000
6,9,7.1428571428571425E-002
6,10,3.9024390243902440E-001
6,11,6.8750000000000000E-001
6,12,1.0000000000000000E+000
6,13,3.0232558139534882E-001
6,14,6.2500000000000000E-001
6,16,1.0000000000000000E+000
6,17,8.1250000000000000E-001
6,18,8.1250000000000000E-001
6,20,6.0465116279069764E-001
6,22,3.2000000000000001E-001
6,24,6.2500000000000000E-002
6,40,6.2500000000000000E-001
6,41,9.6511627906976749E-001
6,43,1.8750000000000000E-001
6,44,4.5348837209302323E-001
6,59,6.2500000000000000E-002
6,62,4.3750000000000000E-001
7,8,3.7500000000000000E-001
7,11,1.0000000000000000E+000
7,12,6.8750000000000000E-001
7,16,5.0000000000000000E-001
7,17,7.5000000000000000E-001
7,18,2.5000000000000000E-001
7,20,7.6785714285714290E-001
7,22,2.0000000000000000E-002
7,41,9.8214285714285710E-001
7,44,1.9642857142857142E-001
8,9,6.2500000000000000E-002
8,10,5.0000000000000000E-001
8,12,4.3750000000000000E-001
8,13,3.7500000000000000E-001
8,14,2.5000000000000000E-001
8,20,1.2500000000000000E-001
8,41,9.3750000000000000E-001
8,44,4.3750000000000000E-001
9,10,5.3658536585365857E-001
9,13,3.3333333333333331E-001
9,15,6.2500000000000000E-001
9,19,1.2500000000000000E-001
9,39,1.2500000000000000E-001
9,41,1.0000000000000000E+000
9,44,1.9047619047619047E-001
9,60,6.2500000000000000E-002
10,12,6.2500000000000000E-002
10,13,7.0731707317073167E-001
10,14,5.6250000000000000E-001
10,15,7.5000000000000000E-001
10,38,3.7500000000000000E-001
10,41,9.5121951219512191E-001
10,44,5.6097560975609762E-001
10,60,6.2500000000000000E-002
11,17,4.3750000000000000E-001
11,20,1.0000000000000000E+000
11,41,1.0000000000000000E+000
11,44,1.2500000000000000E-001
12,13,1.2500000000000000E-001
12,14,1.8750000000000000E-001
12,16,4.3750000000000000E-001
12,18,6.2500000000000000E-002
12,20,6.8750000000000000E-001
12,22,1.8750000000000000E-001
12,40,1.2500000000000000E-001
