ensemble_a,ensemble_b,overlap_coefficient
1,14,1.8750000000000000E-001
1,24,3.1250000000000000E-001
1,58,1.0000000000000000E+000
11,37,1.0000000000000000E+000
11,48,1.0000000000000000E+000
11,54,1.0000000000000000E+000
11,61,1.0000000000000000E+000
14,24,8.7500000000000000E-001
14,58,9.7499999999999998E-001
18,58,1.0000000000000000E+000
24,58,1.0000000000000000E+000
25,37,7.8571428571428570E-001
25,48,7.8571428571428570E-001
29,58,1.0000000000000000E+000
32,37,1.0000000000000000E+000
32,44,4.3750000000000000E-001
32,48,1.0000000000000000E+000
33,58,1.0000000000000000E+000
33,67,5.6250000000000000E-001
37,44,1.0000000000000000E+000
37,48,1.0000000000000000E+000
37,54,1.0000000000000000E+000
37,61,1.0000000000000000E+000
44,48,1.0000000000000000E+000
48,54,1.0000000000000000E+000
48,61,1.0000000000000000E+000
50,58,1.0000000000000000E+000
54,61,1.0000000000000000E+000
58,67,9.6666666666666667E-001

