ensemble_a,ensemble_b,overlap_coefficient
1,2,1.2500000000000000E-001
1,4,4.3750000000000000E-001
1,5,7.5000000000000000E-001
1,7,5.0000000000000000E-001
1,12,3.1250000000000000E-001
1,63,1.8750000000000000E-001
1,64,3.1250000000000000E-001
2,4,3.7500000000000000E-001
2,5,3.7500000000000000E-001
2,7,3.7500000000000000E-001
2,8,6.2500000000000000E-002
2,9,2.5000000000000000E-001
2,10,5.0000000000000000E-001
2,12,6.2500000000000000E-002
2,40,1.8750000000000000E-001
2,57,5.0000000000000000E-001
2,63,8.1250000000000000E-001
2,64,8.1250000000000000E-001
4,5,6.8750000000000000E-001
4,7,2.5000000000000000E-001
4,10,6.2500000000000000E-002
4,63,1.8750000000000000E-001
4,64,1.8750000000000000E-001
5,7,5.6250000000000000E-001
5,10,6.2500000000000000E-002
5,12,1.8750000000000000E-001
5,63,3.1250000000000000E-001
5,64,3.7500000000000000E-001
6,8,5.0000000000000000E-001
6,9,1.0000000000000000E+000
6,16,5.0000000000000000E-001
6,17,2.5000000000000000E-001
6,31,1.0000000000000000E+000
6,36,6.2500000000000000E-001
6,40,1.0000000000000000E+000
6,46,6.8750000000000000E-001
6,57,1.0000000000000000E+000
6,62,6.2500000000000000E-002
6,63,1.0000000000000000E+000
6,64,1.0000000000000000E+000
6,66,1.0000000000000000E+000
6,73,6.2500000000000000E-001
7,10,3.7500000000000000E-001
7,12,5.6250000000000000E-001
7,57,1.2500000000000000E-001
7,63,6.8750000000000000E-001
7,64,8.1250000000000000E-001
8,9,9.3750000000000000E-001
8,10,6.2500000000000000E-002
8,16,1.8750000000000000E-001
8,17,4.3750000000000000E-001
8,31,7.5000000000000000E-001
8,36,1.8750000000000000E-001
8,40,1.0000000000000000E+000
8,46,2.5000000000000000E-001
8,57,1.0000000000000000E+000
8,63,1.0000000000000000E+000
8,64,1.0000000000000000E+000
8,66,8.1250000000000000E-001
8,73,1.8750000000000000E-001
9,10,1.8750000000000000E-001
9,13,6.2500000000000000E-002
9,15,1.2500000000000000E-001
9,16,8.1250000000000000E-001
9,17,5.6250000000000000E-001
9,31,7.3684210526315785E-001
9,36,4.7368421052631576E-001
9,40,9.4736842105263153E-001
9,46,5.2631578947368418E-001
9,55,5.2631578947368418E-002
9,57,1.0000000000000000E+000
9,62,1.8421052631578946E-001
9,63,1.0000000000000000E+000
9,64,1.0000000000000000E+000
9,66,7.8947368421052633E-001
9,70,2.6315789473684209E-002
9,73,4.7368421052631576E-001
10,12,5.6250000000000000E-001
10,40,1.2500000000000000E-001
10,57,7.5000000000000000E-001
10,63,1.0000000000000000E+000
10,64,1.0000000000000000E+000
12,40,6.2500000000000000E-002
12,57,4.3750000000000000E-001
12,63,6.8750000000000000E-001
12,64,8.1250000000000000E-001
13,15,1.8750000000000000E-001
13,16,1.2500000000000000E-001
13,17,4.3750000000000000E-001
13,22,5.6250000000000000E-001
13,31,1.0000000000000000E+000
13,36,8.7500000000000000E-001
