ensemble_a,ensemble_b,overlap_coefficient
1,12,7.3809523809523814E-001
1,21,1.0000000000000000E+000
1,29,3.1250000000000000E-001
1,31,7.5000000000000000E-001
1,33,7.5000000000000000E-001
1,45,3.1250000000000000E-001
1,54,9.5081967213114749E-001
1,58,1.0000000000000000E+000
2,6,6.4444444444444449E-001
2,9,7.6595744680851063E-001
2,16,7.5862068965517238E-001
2,20,8.3076923076923082E-001
2,28,4.7619047619047616E-001
2,32,8.9041095890410960E-001
2,35,1.0000000000000000E+000
2,39,5.0000000000000000E-001
3,4,1.2500000000000000E-001
3,16,1.2500000000000000E-001
3,23,6.8750000000000000E-001
3,39,1.8750000000000000E-001
3,51,3.7500000000000000E-001
4,11,3.7500000000000000E-001
4,22,1.0000000000000000E+000
4,48,6.8750000000000000E-001
4,51,7.5000000000000000E-001
4,62,1.0000000000000000E+000
5,8,3.1250000000000000E-001
5,41,6.2500000000000000E-002
5,42,8.1250000000000000E-001
5,46,4.3750000000000000E-001
5,59,8.1250000000000000E-001
6,9,8.8888888888888884E-001
6,10,1.8750000000000000E-001
6,20,8.8888888888888884E-001
6,28,8.5714285714285710E-001
6,32,8.2222222222222219E-001
6,37,6.2500000000000000E-001
7,18,1.0000000000000000E+000
7,26,6.8750000000000000E-001
7,30,3.1250000000000000E-001
7,52,8.7500000000000000E-001
7,56,6.2500000000000000E-002
8,41,7.5000000000000000E-001
8,42,1.2500000000000000E-001
8,46,1.2500000000000000E-001
8,47,6.8750000000000000E-001
8,49,5.0000000000000000E-001
8,59,2.5000000000000000E-001
9,20,1.0000000000000000E+000
9,28,7.3809523809523814E-001
9,32,9.3617021276595747E-001
9,37,3.1250000000000000E-001
10,13,3.7500000000000000E-001
10,28,5.6250000000000000E-001
10,37,5.6250000000000000E-001
10,43,6.2500000000000000E-001
10,61,6.2500000000000000E-002
11,22,1.8750000000000000E-001
11,29,6.2500000000000000E-001
11,31,1.8750000000000000E-001
11,48,6.8750000000000000E-001
12,21,3.4146341463414637E-001
12,33,1.0000000000000000E+000
12,36,3.1250000000000000E-001
12,45,1.0000000000000000E+000
12,54,9.5238095238095233E-001
13,25,6.2500000000000000E-002
13,43,6.8750000000000000E-001
13,61,5.0000000000000000E-001
14,15,2.5000000000000000E-001
14,17,1.2500000000000000E-001
14,18,5.0000000000000000E-001
14,53,1.0000000000000000E+000
14,55,5.0000000000000000E-001
15,17,1.0000000000000000E+000
15,34,1.0000000000000000E+000
15,53,5.3333333333333333E-001
16,23,4.3750000000000000E-001
16,32,3.4482758620689657E-001
16,35,8.1481481481481477E-001
16,39,9.3750000000000000E-001
17,34,8.7500000000000000E-001
17,53,8.7500000000000000E-001
18,26,8.7500000000000000E-001
18,30,1.0000000000000000E+000
18,52,1.0000000000000000E+000
18,53,3.3333333333333331E-001
18,55,1.0000000000000000E+000
18,56,8.1632653061224483E-002
18,57,1.0000000000000000E+000
19,24,7.8571428571428570E-001
19,25,6.2500000000000000E-002
19,27,1.0000000000000000E+000
19,44,1.2121212121212122E-001
19,56,9.0909090909090906E-001
20,28,7.3809523809523814E-001
20,32,9.5384615384615390E-001
20,35,1.4814814814814814E-001
20,37,3.1250000000000000E-001
21,29,1.2500000000000000E-001
21,31,5.6250000000000000E-001
21,54,1.0000000000000000E+000
21,58,8.7500000000000000E-001
22,48,5.0000000000000000E-001
22,51,3.1250000000000000E-001
22,62,6.2500000000000000E-001
23,39,5.0000000000000000E-001
23,51,6.2500000000000000E-002
24,25,4.3750000000000000E-001
24,27,7.8571428571428570E-001
24,56,6.7857142857142860E-001
25,27,6.2500000000000000E-002
25,61,5.6250000000000000E-001
26,30,1.2500000000000000E-001
26,52,5.6250000000000000E-001
26,56,3.7500000000000000E-001
26,60,1.2500000000000000E-001
27,44,6.1111111111111116E-001
27,50,2.5000000000000000E-001
27,56,9.4117647058823528E-001
28,32,6.6666666666666663E-001
28,37,1.0000000000000000E+000
28,43,1.8750000000000000E-001
29,31,5.6250000000000000E-001
29,48,3.1250000000000000E-001
29,54,1.2500000000000000E-001
29,58,2.5000000000000000E-001
30,52,1.0000000000000000E+000
30,55,2.5000000000000000E-001
30,57,3.7500000000000000E-001
31,54,5.6250000000000000E-001
31,58,6.8750000000000000E-001
32,35,5.5555555555555558E-001
32,37,1.2500000000000000E-001
33,45,5.6250000000000000E-001
33,54,1.0000000000000000E+000
34,53,4.2857142857142855E-001
35,39,5.0000000000000000E-001
36,42,6.2500000000000000E-002
36,45,3.1250000000000000E-001
36,46,5.0000000000000000E-001
36,54,1.8750000000000000E-001
36,59,1.2500000000000000E-001
37,43,1.8750000000000000E-001
38,40,6.2500000000000000E-001
38,47,1.8750000000000000E-001
40,41,5.9375000000000000E-001
40,47,7.8125000000000000E-001
40,49,2.5000000000000000E-001
41,47,9.7142857142857142E-001
41,49,1.0000000000000000E+000
42,46,5.0000000000000000E-001
42,59,8.1250000000000000E-001
43,61,1.8750000000000000E-001
44,50,1.0000000000000000E+000
44,56,1.0000000000000000E+000
44,60,7.5000000000000000E-001
45,54,8.7500000000000000E-001
46,59,6.2500000000000000E-001
47,49,1.0000000000000000E+000
48,51,1.8750000000000000E-001
48,62,2.5000000000000000E-001
50,56,1.0000000000000000E+000
50,60,6.2500000000000000E-001
51,62,5.0000000000000000E-001
52,55,3.7500000000000000E-001
52,57,8.7500000000000000E-001
53,55,6.2500000000000000E-001
53,57,1.2500000000000000E-001
54,58,8.7500000000000000E-001
55,57,5.0000000000000000E-001
56,60,1.0000000000000000E+000

