left_cluster,right_cluster,distance,n_observations
51,505,0.025313206055008385,3
552,580,0.025506881474344913,4
236,506,0.025621507971371287,3
325,334,0.025624601197949067,2
249,261,0.025687491111957683,2
93,539,0.0257719395468849,3
281,581,0.025992553890544442,3
84,507,0.026232476477209894,3
515,547,0.026288924347719227,4
205,218,0.02648099383557424,2
479,491,0.026627075447750587,2
435,448,0.026887539106322567,2
578,623,0.026940819372261036,4
407,420,0.026971403835399522,2
228,231,0.026974005225002144,2
469,482,0.02738129093378636,2
560,564,0.027456463547047522,4
383,540,0.027521406424096968,3
401,414,0.027742720216252747,2
494,600,0.02786220451112041,3
179,185,0.02801965337663573,2
387,393,0.028061513808245914,2
488,499,0.028081043033435293,2
555,662,0.02812563862182346,4
222,553,0.028218283331330314,3
514,613,0.028249913734947334,4
294,307,0.028348979787130784,2
170,175,0.02834999483335594,2
217,592,0.028396225456223088,3
279,293,0.028454685117133532,2
30,577,0.02869626774120436,4
453,510,0.028751389982724244,3
69,615,0.028815188383979718,4
391,572,0.02912211476046292,3
447,554,0.029243261355620772,3
59,542,0.029282593234321353,3
119,626,0.029562141799683736,3
568,608,0.029623059589328794,4
239,250,0.02983734590744236,2
433,436,0.029898854458378067,2
83,583,0.03000705919422331,4
180,596,0.03017683125279428,3
267,282,0.030195687679071964,2
298,311,0.030574184974269975,2
527,563,0.030861767894761475,4
297,665,0.030894563510124963,4
327,640,0.031020634176560317,3
356,367,0.031224864601319232,2
338,340,0.03135689845018308,2
368,378,0.031672124070502246,2
183,195,0.03199078980963244,2
303,636,0.03203151554615184,4
344,360,0.03214528724095025,2
61,62,0.03214587439370202,2
161,588,0.03225574410489104,3
223,570,0.03234393907928453,3
85,101,0.032505807105103486,2
96,646,0.03251563226348743,5
408,424,0.03255366063148757,2
426,432,0.03307760639869767,2
191,192,0.03351575416480096,2
256,273,0.03426520408790507,2
269,285,0.03431668808491045,2
347,645,0.03461865760527712,3
458,475,0.03468949937904972,2
288,301,0.035442679195584484,2
201,606,0.036473328317445125,3
576,630,0.03656648926846995,4
329,341,0.0368546351564437,2
50,627,0.0371911673264816,3
299,316,0.037363698321788014,2
284,710,0.03741767721046414,5
21,585,0.037421295436806,5
248,252,0.037523354733800966,2
2,614,0.0377009322694453,3
305,324,0.038097653992847855,2
474,485,0.03822385906734531,2
437,641,0.0383519093018288,3
243,257,0.03866493253230737,2
374,595,0.03886634209088361,3
468,693,0.038889188977360635,4
352,371,0.03903368049589317,2
81,98,0.03928512141534807,2
207,668,0.03929859943031786,3
574,575,0.039480317723845124,4
63,68,0.03953601711467916,2
190,534,0.039591282028393696,3
330,634,0.03966662924843338,3
240,260,0.040541304753319754,2
593,622,0.04064894971338749,5
289,295,0.04119629947305861,2
187,610,0.04127884195054231,3
486,495,0.041389880348519724,2
372,680,0.04165308780183744,3
434,549,0.04202156609312149,3
70,659,0.04209173073160496,4
423,621,0.04259813163950714,3
508,656,0.04268284159031356,4
518,657,0.0427305695291236,6
497,669,0.043270664998906534,3
214,687,0.0433666988703615,4
632,684,0.0444749754916216,7
520,716,0.044835799589351764,7
302,704,0.04516352169023871,5
452,639,0.04517724483881238,3
369,722,0.04531394807974974,4
620,698,0.04535582598881783,4
194,675,0.045424349101816884,5
389,616,0.04574616294328113,4
138,150,0.04666485090760888,2
304,306,0.04696503010731378,2
366,644,0.04697342309404059,4
125,703,0.047593218940518156,5
409,604,0.04770717722570285,4
392,410,0.04791312726386382,2
399,677,0.047930058505673945,3
121,695,0.04808283476867819,4
550,689,0.04847647335773005,7
501,635,0.04869030368929225,4
556,650,0.048808479349677004,5
396,413,0.04889869853009837,2
309,332,0.049121057180048715,2
283,648,0.050219183706828804,3
566,744,0.05027174508233802,5
221,244,0.050357074768812814,2
406,753,0.050957504784531246,4
699,715,0.0512270466549466,6
136,612,0.051843237457907955,3
565,705,0.05194332232908596,5
216,235,0.05199645160680113,2
605,667,0.05224968708435867,6
531,558,0.05252208818549896,4
637,664,0.05303037779840046,5
405,676,0.05318292512607968,4
628,631,0.05380528725394906,7
624,666,0.05422404189817021,5
500,679,0.05581442351642091,4
545,706,0.05696799721248519,4
395,589,0.05703783255833157,3
428,736,0.057348860976808046,4
686,719,0.05748124525689243,4
168,177,0.05825197743026568,2
213,226,0.059082975489281604,2
672,717,0.05912445744827586,4
219,697,0.059138610201293185,3
584,673,0.05955560817898298,4
599,647,0.06039617083877988,5
451,470,0.06057995392507506,2
315,749,0.06090430070811263,3
643,771,0.06117186981863649,8
450,472,0.06158627922747411,2
208,609,0.06180177338752321,3
567,661,0.06183433665648042,5
733,757,0.062004575794378715,9
633,721,0.062301258428922826,4
723,763,0.06271054879002422,5
438,444,0.06286210484067847,2
537,642,0.06298350179484578,5
740,764,0.06312475680788798,6
200,766,0.06354298434570586,6
607,678,0.06370243515709356,5
683,725,0.06506957229249333,6
162,176,0.06542814159309746,2
339,711,0.0655754412364241,3
544,694,0.06571396792287258,5
291,321,0.06626457068339335,2
685,702,0.06670889321052174,4
246,701,0.06678122578462335,3
741,794,0.06790751446916805,7
319,343,0.06816942480271226,2
400,718,0.06871167646181238,3
597,728,0.06974762414947776,6
617,745,0.0707021037959943,6
492,735,0.07105333733090263,3
404,772,0.07181778928754964,5
611,707,0.07203502369285997,4
598,773,0.07319435642074616,4
318,762,0.07357199148305577,6
638,796,0.0752830788734951,6
278,688,0.07532307663702871,3
691,712,0.07621568125839344,6
663,781,0.0764532688374243,5
601,651,0.07664307559036027,5
649,754,0.0772616263480505,8
629,756,0.07739147988526804,6
526,759,0.07746383998156181,6
582,591,0.07788233261514065,6
350,363,0.07958601072917658,2
353,385,0.07962881248707539,2
700,795,0.08062127976953509,7
445,784,0.08069702890022516,5
480,618,0.08082973538786685,3
416,779,0.08123938539996514,3
713,768,0.0815860948859211,5
660,731,0.08174936070373715,9
490,806,0.0820906873470978,3
734,787,0.08217924512664948,7
133,165,0.0827434713840409,2
487,814,0.0837274363835825,6
602,775,0.08383706431586747,7
652,777,0.08427226380367542,6
146,743,0.08441577092104297,5
251,737,0.08510701767740948,3
493,751,0.08551705345784287,3
696,834,0.08676087069462765,8
732,790,0.08800083729340462,6
532,843,0.0890539701439281,8
783,820,0.08986697093092262,8
654,782,0.09127882081493749,9
573,730,0.09155750302845087,7
692,802,0.09284576092720238,7
459,681,0.093624441362823,3
