left_cluster,right_cluster,distance,n_observations
107,119,0.02819163386568998,2
79,93,0.028252126923737745,2
485,637,0.02852951337148118,4
347,622,0.02854348215452516,4
245,254,0.02855326802849389,2
370,382,0.0285767908344622,2
66,73,0.02864034578879101,2
21,27,0.028721594484298014,2
214,227,0.028739707837679297,2
70,77,0.028842085267636992,2
76,84,0.02915520956120427,2
400,556,0.029287589596830144,3
464,478,0.02931102807466704,2
397,550,0.02946016347572004,3
52,63,0.029478326290488573,2
143,607,0.02967867032667738,3
587,668,0.029742210784252005,4
201,209,0.029854220317672108,2
558,630,0.03013227589369066,4
161,606,0.03017507561618892,4
257,625,0.030230648432520747,3
221,660,0.030265299045481257,3
90,105,0.030286720734041934,2
42,51,0.030403113284328542,2
113,530,0.030971405994508858,3
378,634,0.030987962969428007,3
404,417,0.031030573298997628,2
516,680,0.03130549457340288,6
80,652,0.03152717918808763,6
348,362,0.03173615803958131,2
47,62,0.03176093914492777,2
106,116,0.032053505126709715,2
99,114,0.03214982407423159,2
330,588,0.03219570668308382,3
413,590,0.03242631691688029,3
369,377,0.032578375678986915,2
259,684,0.03260158192277381,3
188,204,0.03262623395905761,2
272,626,0.03270870135044087,3
510,544,0.032760913304710364,5
162,529,0.03284528377860623,3
110,120,0.032880322734247264,2
211,213,0.03313935413899609,2
535,646,0.033593957189139,4
500,655,0.03379799136159151,5
49,540,0.033878995355371526,3
281,297,0.03417753630319662,2
492,578,0.0343303765876354,3
255,643,0.03481154409852158,3
123,511,0.034855448610698496,3
206,565,0.0349398541177695,3
234,248,0.034980088954736026,2
55,621,0.03530144979625624,3
285,292,0.035322166725801345,2
307,632,0.03538775303212338,5
560,673,0.03565201815823832,4
101,645,0.03593655527001816,3
541,549,0.036132910048798095,4
290,305,0.036225708034782304,2
279,570,0.0369820536982676,3
82,91,0.03736047573377765,2
542,555,0.03742518426837595,4
269,671,0.03746315053535495,3
321,338,0.0374876635711614,2
419,552,0.03790048484184949,3
69,87,0.037943802848919454,2
10,611,0.03794520050799134,4
172,599,0.03978322525283557,3
86,92,0.04030191997179391,2
534,596,0.04044862925085341,5
585,648,0.04054505112339876,5
525,583,0.04054553115217629,4
4,24,0.04058464276094882,2
167,635,0.04120106877383756,3
125,674,0.04136862110850987,3
132,559,0.041594007717113524,3
157,173,0.04170846658970764,2
407,418,0.04180610111439286,2
98,721,0.04249857262688841,3
145,146,0.04255229578551981,2
246,610,0.04322815689093783,4
354,609,0.04345786769364319,3
133,154,0.04360010698798635,2
508,613,0.043638103652949,4
523,729,0.04387895137124607,7
453,472,0.04430483143461557,2
275,647,0.044324657798602396,3
517,598,0.044763481107713554,5
41,50,0.046414627319574554,2
367,379,0.046526879011685805,2
650,702,0.046665486390677316,4
7,653,0.046921887763474064,4
59,720,0.0473367779712809,3
615,663,0.04736887086744474,4
548,597,0.047715968131676854,4
595,681,0.047739724927488174,4
539,561,0.04781070085874638,4
574,697,0.04819491693777886,5
174,757,0.04839432041015494,4
576,631,0.048534516694207726,4
623,722,0.04880415824708965,4
505,669,0.049103164542027844,4
661,705,0.05037096105085712,5
344,641,0.05097279394751188,3
489,629,0.05120349558992713,4
569,719,0.0512109661722737,4
617,723,0.051368301112756504,5
564,693,0.05163366402665708,6
619,685,0.051679989345859365,4
566,639,0.05182927378826368,5
618,759,0.05239109581919475,7
642,686,0.05239217909524072,5
131,714,0.05321274636382336,4
