ensemble_a,ensemble_b,overlap_coefficient
1,2,1.0000000000000000E+000
1,4,1.0000000000000000E+000
1,5,1.0000000000000000E+000
1,6,1.0000000000000000E+000
1,11,6.2500000000000000E-002
1,50,3.1250000000000000E-001
1,53,6.2500000000000000E-002
1,54,1.0000000000000000E+000
1,56,6.2500000000000000E-001
1,57,5.6250000000000000E-001
1,63,1.2500000000000000E-001
1,66,2.5000000000000000E-001
1,72,6.2500000000000000E-001
1,74,4.3750000000000000E-001
2,3,6.8750000000000000E-001
2,4,9.2105263157894735E-001
2,5,8.4848484848484851E-001
2,6,1.0000000000000000E+000
2,7,1.0000000000000000E+000
2,8,3.1250000000000000E-001
2,9,1.0000000000000000E+000
2,10,8.7500000000000000E-001
2,11,4.0151515151515149E-001
2,12,3.3333333333333331E-001
2,13,2.9268292682926828E-001
2,14,6.2500000000000000E-002
2,28,2.5757575757575757E-001
2,29,2.2222222222222221E-001
2,30,1.8181818181818182E-001
2,31,1.2121212121212122E-001
2,32,7.5757575757575760E-002
2,34,6.2500000000000000E-002
2,35,1.5909090909090909E-001
2,45,5.3030303030303032E-002
2,48,2.7272727272727271E-001
2,50,9.1935483870967738E-001
2,52,9.3750000000000000E-001
2,53,4.1284403669724773E-001
2,54,8.2575757575757580E-001
2,55,6.2500000000000000E-001
2,56,8.5106382978723405E-001
2,57,6.2121212121212122E-001
2,58,6.2500000000000000E-002
2,59,1.9696969696969696E-001
2,61,6.2500000000000000E-002
2,62,6.8750000000000000E-001
2,63,4.9350649350649350E-001
2,64,8.1250000000000000E-001
2,66,1.0000000000000000E+000
2,68,3.7500000000000000E-001
2,69,4.3750000000000000E-001
2,70,1.6071428571428573E-001
2,72,1.0000000000000000E+000
2,73,1.0000000000000000E+000
2,74,4.6212121212121210E-001
3,4,8.1250000000000000E-001
3,5,1.0000000000000000E+000
3,6,1.0000000000000000E+000
3,8,6.2500000000000000E-002
3,11,3.7500000000000000E-001
3,53,6.8750000000000000E-001
3,54,8.7500000000000000E-001
3,55,6.2500000000000000E-002
3,56,1.0000000000000000E+000
3,57,5.0000000000000000E-001
3,63,8.1250000000000000E-001
3,70,1.2500000000000000E-001
3,74,8.7500000000000000E-001
4,5,9.8245614035087714E-001
4,6,1.0000000000000000E+000
4,7,1.0000000000000000E+000
4,8,3.1250000000000000E-001
4,9,8.7500000000000000E-001
4,10,8.1250000000000000E-001
4,11,4.9122807017543857E-001
4,12,3.3333333333333331E-001
4,13,2.4390243902439024E-001
4,14,6.2500000000000000E-002
4,28,1.3157894736842105E-001
4,30,8.7719298245614030E-002
4,31,7.0175438596491224E-002
4,32,4.3859649122807015E-002
4,35,1.1403508771929824E-001
4,48,2.4561403508771928E-001
4,50,9.5161290322580649E-001
4,52,8.7500000000000000E-001
4,53,4.4954128440366975E-001
