ensemble_a,ensemble_b,overlap_coefficient
1,8,3.1250000000000000E-001
1,30,1.2500000000000000E-001
1,53,6.2500000000000000E-002
1,61,1.2500000000000000E-001
1,67,6.2500000000000000E-001
3,40,6.2500000000000000E-002
3,49,1.2500000000000000E-001
3,59,6.2500000000000000E-002
3,60,4.3750000000000000E-001
3,75,6.2500000000000000E-002
3,76,7.5000000000000000E-001
4,17,3.1250000000000000E-001
4,21,6.2500000000000000E-002
4,37,6.2500000000000000E-002
4,39,3.7500000000000000E-001
4,41,6.2500000000000000E-002
4,57,4.3750000000000000E-001
4,72,5.6250000000000000E-001
5,15,1.8750000000000000E-001
5,24,1.2500000000000000E-001
5,28,5.0000000000000000E-001
5,42,1.2500000000000000E-001
5,46,1.2500000000000000E-001
5,68,5.6250000000000000E-001
5,73,1.2500000000000000E-001
6,11,6.2500000000000000E-002
6,15,3.7500000000000000E-001
6,36,3.7500000000000000E-001
6,42,2.5000000000000000E-001
6,55,6.2500000000000000E-002
7,8,2.5000000000000000E-001
7,23,1.2500000000000000E-001
7,24,4.3750000000000000E-001
7,28,2.5000000000000000E-001
7,48,3.1250000000000000E-001
7,53,3.7500000000000000E-001
7,73,1.8750000000000000E-001
8,24,6.2500000000000000E-001
8,53,6.8750000000000000E-001
8,61,6.2500000000000000E-002
8,67,6.2500000000000000E-002
9,22,3.7500000000000000E-001
9,25,1.2500000000000000E-001
9,29,6.2500000000000000E-002
9,52,6.2500000000000000E-002
9,66,3.7500000000000000E-001
9,69,1.2500000000000000E-001
10,11,5.6250000000000000E-001
10,15,6.2500000000000000E-002
10,23,2.5000000000000000E-001
10,44,6.2500000000000000E-002
10,48,3.7500000000000000E-001
10,51,3.7500000000000000E-001
10,55,5.0000000000000000E-001
10,73,2.5000000000000000E-001
11,15,3.1250000000000000E-001
11,28,6.2500000000000000E-002
11,36,6.2500000000000000E-002
11,48,6.2500000000000000E-002
11,51,6.2500000000000000E-002
11,55,5.6250000000000000E-001
11,73,5.0000000000000000E-001
12,38,4.3750000000000000E-001
12,46,1.2500000000000000E-001
12,63,3.7500000000000000E-001
12,70,3.1250000000000000E-001
13,18,1.8750000000000000E-001
13,21,1.0000000000000000E+000
13,33,6.2500000000000000E-001
13,56,1.8750000000000000E-001
13,65,5.6250000000000000E-001
13,74,2.5000000000000000E-001
14,26,2.5000000000000000E-001
14,31,6.8750000000000000E-001
14,49,3.7500000000000000E-001
14,52,3.1250000000000000E-001
14,59,5.0000000000000000E-001
14,69,5.0000000000000000E-001
14,75,1.2500000000000000E-001
15,28,1.2500000000000000E-001
15,42,5.0000000000000000E-001
15,55,6.2500000000000000E-002
15,73,3.1250000000000000E-001
16,30,5.0000000000000000E-001
16,38,1.2500000000000000E-001
16,61,5.0000000000000000E-001
16,63,1.2500000000000000E-001
16,67,1.2500000000000000E-001
17,22,6.2500000000000000E-002
17,31,6.2500000000000000E-002
17,37,6.2500000000000000E-002
17,41,1.8750000000000000E-001
17,52,2.5000000000000000E-001
17,72,3.1250000000000000E-001
18,21,1.0000000000000000E+000
18,33,1.2500000000000000E-001
18,56,3.7500000000000000E-001
18,65,6.2500000000000000E-001
18,75,3.1250000000000000E-001
19,21,6.8750000000000000E-001
19,33,6.8750000000000000E-001
19,34,1.0000000000000000E+000
19,43,1.2500000000000000E-001
19,47,3.1250000000000000E-001
19,57,1.8750000000000000E-001
19,71,4.3750000000000000E-001
20,23,3.7500000000000000E-001
20,40,1.2500000000000000E-001
20,44,6.2500000000000000E-002
20,48,6.2500000000000000E-002
20,51,4.3750000000000000E-001
20,53,6.2500000000000000E-002
20,58,2.5000000000000000E-001
21,26,3.7500000000000000E-001
21,33,1.0000000000000000E+000
21,34,5.4347826086956519E-001
21,41,7.5000000000000000E-001
21,43,8.1250000000000000E-001
21,56,1.0000000000000000E+000
21,57,2.5000000000000000E-001
21,59,6.2500000000000000E-002
21,65,1.0000000000000000E+000
21,71,1.0000000000000000E+000
21,74,1.0000000000000000E+000
21,75,4.3750000000000000E-001
22,37,6.2500000000000000E-002
22,52,4.3750000000000000E-001
22,69,1.8750000000000000E-001
22,72,1.2500000000000000E-001
23,48,6.8750000000000000E-001
23,51,6.2500000000000000E-001
24,28,1.8750000000000000E-001
24,53,6.2500000000000000E-001
24,61,6.2500000000000000E-002
24,68,1.2500000000000000E-001
25,32,4.3750000000000000E-001
25,35,4.3750000000000000E-001
25,36,6.2500000000000000E-002
25,44,4.3750000000000000E-001
25,45,6.2500000000000000E-002
25,54,1.8750000000000000E-001
25,66,3.7500000000000000E-001
26,31,4.3750000000000000E-001
26,41,3.1250000000000000E-001
26,56,1.2500000000000000E-001
26,59,3.7500000000000000E-001
26,75,4.3750000000000000E-001
28,68,2.5000000000000000E-001
28,73,4.3750000000000000E-001
29,44,1.8750000000000000E-001
29,45,3.1250000000000000E-001
29,49,2.5000000000000000E-001
29,60,1.2500000000000000E-001
29,66,4.3750000000000000E-001
29,69,1.2500000000000000E-001
30,38,6.2500000000000000E-002
30,61,1.8750000000000000E-001
30,63,1.8750000000000000E-001
30,67,4.3750000000000000E-001
31,41,6.2500000000000000E-002
31,49,6.2500000000000000E-002
31,52,4.3750000000000000E-001
31,59,3.1250000000000000E-001
31,69,2.5000000000000000E-001
31,75,1.2500000000000000E-001
32,35,1.8750000000000000E-001
32,36,6.2500000000000000E-002
32,44,8.7500000000000000E-001
32,45,5.0000000000000000E-001
32,66,6.2500000000000000E-002
33,34,5.8536585365853655E-001
33,43,7.5000000000000000E-001
33,65,2.5000000000000000E-001
33,71,1.0000000000000000E+000
33,74,1.2500000000000000E-001
34,39,2.5000000000000000E-001
34,43,1.0000000000000000E+000
34,47,8.7500000000000000E-001
34,57,3.1250000000000000E-001
34,62,6.8750000000000000E-001
34,71,1.0000000000000000E+000
35,36,4.3750000000000000E-001
35,44,6.2500000000000000E-002
35,54,6.8750000000000000E-001
35,66,1.2500000000000000E-001
36,54,4.3750000000000000E-001
36,55,1.2500000000000000E-001
37,39,1.8750000000000000E-001
37,72,4.3750000000000000E-001
38,46,1.8750000000000000E-001
38,63,6.2500000000000000E-001
38,70,2.5000000000000000E-001
39,47,3.1250000000000000E-001
39,57,4.3750000000000000E-001
39,72,2.5000000000000000E-001
40,44,5.6250000000000000E-001
40,45,1.2500000000000000E-001
40,58,4.3750000000000000E-001
40,60,3.1250000000000000E-001
41,56,6.2500000000000000E-002
41,57,6.2500000000000000E-002
41,74,3.7500000000000000E-001
42,46,6.2500000000000000E-002
42,70,1.2500000000000000E-001
43,62,1.8750000000000000E-001
43,71,5.6250000000000000E-001
44,45,8.7500000000000000E-001
44,51,6.2500000000000000E-002
44,55,2.5000000000000000E-001
44,58,8.1250000000000000E-001
44,60,6.2500000000000000E-002
44,66,2.5000000000000000E-001
45,60,1.8750000000000000E-001
45,66,1.8750000000000000E-001
46,68,3.7500000000000000E-001
46,70,6.2500000000000000E-001
47,57,3.1250000000000000E-001
47,62,3.1250000000000000E-001
48,51,4.3750000000000000E-001
48,73,1.8750000000000000E-001
49,59,3.7500000000000000E-001
49,60,1.2500000000000000E-001
49,69,3.7500000000000000E-001
49,76,3.1250000000000000E-001
51,55,1.8750000000000000E-001
51,58,1.8750000000000000E-001
52,69,3.1250000000000000E-001
55,58,1.8750000000000000E-001
55,73,6.2500000000000000E-002
56,59,6.2500000000000000E-002
56,65,3.7500000000000000E-001
56,74,3.7500000000000000E-001
56,75,4.3750000000000000E-001
57,72,6.2500000000000000E-002
59,69,1.8750000000000000E-001
59,75,5.0000000000000000E-001
